id_item,id_pedido,cod_produto,desc_produto,qtd_pedida,preco_unitario,dt_criacao
746,302,SKU-0057,Material COC 9 EF,94,77.33,2022-11-12 00:00:00
747,302,SKU-0036,Material COC 1 EM,18,154.68,2022-11-12 00:00:00
748,303,SKU-0019,Material Isaac 4 EF,72,103.62,2024-04-04 00:00:00
749,303,SKU-0030,Material PGS 5 EF,58,117.09,2024-04-04 00:00:00
750,303,SKU-0012,Material Isaac 7 EF,148,220.55,2024-04-04 00:00:00
751,304,SKU-0027,Material COC 8 EF,11,232.7,2022-12-22 00:00:00
752,304,SKU-0006,Material PGS 9 EF,137,137.54,2022-12-22 00:00:00
753,305,SKU-0006,Material PGS 3 EF,184,22.38,2024-08-06 00:00:00
754,306,SKU-0033,Material NSE 3 EM,44,153.07,2025-04-22 00:00:00
755,306,SKU-0007,Material NSE 7 EF,107,66.25,2025-04-22 00:00:00
756,307,SKU-0058,Material COC 2 EM,67,157.56,2023-03-10 00:00:00
757,307,SKU-0029,Material COC 2 EM,177,234.87,2023-03-10 00:00:00
758,307,SKU-0043,Material PGS 9 EF,40,48.43,2023-03-10 00:00:00
759,307,SKU-0028,Material PGS 3 EM,71,200.11,2023-03-10 00:00:00
760,308,SKU-0030,Material Isaac 1 EM,21,39.93,2025-11-28 00:00:00
761,308,SKU-0009,Material Isaac 3 EM,21,113.62,2025-11-28 00:00:00
762,308,SKU-0900,Material SAE 9 EF,196,212.43,2025-11-28 00:00:00
763,309,SKU-0900,Material Isaac 7 EF,86,219.94,2023-04-12 00:00:00
764,310,SKU-0023,Material SAE 6 EF,124,72.17,2023-09-20 00:00:00
765,310,SKU-0027,Material COC 7 EF,39,161.07,2023-09-20 00:00:00
766,310,SKU-0008,Material NSE 2 EF,172,53.65,2023-09-20 00:00:00
767,311,SKU-0047,Material NSE 6 EF,177,126.99,2023-12-29 00:00:00
768,311,SKU-0001,Material PGS 8 EF,19,177.11,2023-12-29 00:00:00
769,312,SKU-0057,Material PGS 2 EM,62,159.8,2025-08-04 00:00:00
770,313,SKU-0029,Material COC 8 EF,148,42.14,2022-02-19 00:00:00
771,313,SKU-0903,Material Isaac 2 EF,148,81.12,2022-02-19 00:00:00
772,314,SKU-0904,Material PGS 3 EF,188,161.68,2025-09-05 00:00:00
773,314,SKU-0058,Material PGS 2 EF,89,143.68,2025-09-05 00:00:00
774,314,SKU-0029,Material PGS 3 EF,109,108.39,2025-09-05 00:00:00
775,314,SKU-0057,Material SAE 9 EF,58,87.84,2025-09-05 00:00:00
776,315,SKU-0051,Material NSE 3 EF,43,40.17,2023-03-27 00:00:00
777,315,SKU-0010,Material COC 2 EF,31,175.52,2023-03-27 00:00:00
778,315,SKU-0903,Material NSE 3 EM,139,236.0,2023-03-27 00:00:00
779,315,SKU-0002,Material COC 7 EF,180,181.08,2023-03-27 00:00:00
780,316,SKU-0019,Material SAE 9 EF,91,70.17,2023-03-02 00:00:00
781,317,SKU-0003,Material NSE 2 EF,99,154.64,2022-01-18 00:00:00
782,317,SKU-0033,Material NSE 3 EF,137,224.35,2022-01-18 00:00:00
783,317,SKU-0051,Material SAE 9 EF,105,32.75,2022-01-18 00:00:00
784,318,SKU-0026,Material PGS 2 EF,182,133.41,2024-12-20 00:00:00
785,318,SKU-0029,Material COC 7 EF,105,133.18,2024-12-20 00:00:00
786,319,SKU-0025,Material Isaac 2 EF,51,152.91,2024-08-14 00:00:00
787,320,SKU-0053,Material NSE 9 EF,145,117.23,2025-04-18 00:00:00
788,321,SKU-0040,Material Isaac 7 EF,163,215.85,2023-12-05 00:00:00
789,322,SKU-0039,Material NSE 3 EF,15,99.12,2022-11-13 00:00:00
790,323,SKU-0902,Material PGS 7 EF,125,58.77,2024-11-22 00:00:00
791,323,SKU-0032,Material COC 1 EF,83,101.09,2024-11-22 00:00:00
792,324,SKU-0036,Material Isaac 3 EM,136,30.53,2024-05-24 00:00:00
793,325,SKU-0014,Material SAE 5 EF,107,89.47,2022-09-19 00:00:00
794,325,SKU-0025,Material SAE 9 EF,68,212.33,2022-09-19 00:00:00
795,325,SKU-0039,Material PGS 3 EM,57,89.2,2022-09-19 00:00:00
796,326,SKU-0036,Material SAE 4 EF,190,92.07,2023-08-09 00:00:00
797,327,SKU-0026,Material COC 6 EF,133,35.91,2025-03-22 00:00:00
798,327,SKU-0051,Material NSE 2 EF,157,186.45,2025-03-22 00:00:00
799,327,SKU-0013,Material PGS 2 EM,12,182.62,2025-03-22 00:00:00
800,327,SKU-0038,Material COC 2 EF,147,207.49,2025-03-22 00:00:00
801,328,SKU-0039,Material PGS 1 EF,188,115.54,2024-12-10 00:00:00
802,328,SKU-0014,Material Isaac 4 EF,127,135.72,2024-12-10 00:00:00
803,329,SKU-0034,Material NSE 2 EF,65,51.27,2024-03-27 00:00:00
804,329,SKU-0017,Material SAE 1 EF,117,86.85,2024-03-27 00:00:00
805,329,SKU-0059,Material PGS 6 EF,166,95.53,2024-03-27 00:00:00
806,330,SKU-0055,Material Isaac 3 EM,155,198.12,2025-07-09 00:00:00
807,330,SKU-0023,Material SAE 9 EF,21,44.05,2025-07-09 00:00:00
808,330,SKU-0028,Material NSE 9 EF,84,57.0,2025-07-09 00:00:00
809,330,SKU-0019,Material NSE 7 EF,107,199.92,2025-07-09 00:00:00
810,331,SKU-0042,Material SAE 6 EF,170,59.19,2023-03-22 00:00:00
811,332,SKU-0018,Material PGS 3 EF,139,42.94,2025-06-25 00:00:00
812,332,SKU-0019,Material PGS 1 EM,122,238.09,2025-06-25 00:00:00
813,332,SKU-0022,Material Isaac 2 EM,124,184.09,2025-06-25 00:00:00
814,332,SKU-0044,Material COC 4 EF,75,36.69,2025-06-25 00:00:00
815,333,SKU-0057,Material PGS 3 EF,160,190.43,2025-01-28 00:00:00
816,334,SKU-0907,Material COC 7 EF,71,177.29,2022-04-18 00:00:00
817,334,SKU-0001,Material COC 2 EF,97,20.3,2022-04-18 00:00:00
818,335,SKU-0035,Material Isaac 5 EF,199,41.57,2022-09-09 00:00:00
819,335,SKU-0057,Material NSE 6 EF,86,112.76,2022-09-09 00:00:00
820,335,SKU-0024,Material PGS 2 EM,75,246.36,2022-09-09 00:00:00
821,336,SKU-0025,Material PGS 1 EF,195,53.15,2024-08-31 00:00:00
822,336,SKU-0027,Material Isaac 8 EF,138,20.68,2024-08-31 00:00:00
823,336,SKU-0028,Material SAE 2 EF,110,167.38,2024-08-31 00:00:00
824,336,SKU-0011,Material PGS 5 EF,63,64.97,2024-08-31 00:00:00
825,337,SKU-0900,Material Isaac 5 EF,173,105.44,2025-05-22 00:00:00
826,337,SKU-0907,Material Isaac 3 EM,57,243.49,2025-05-22 00:00:00
827,337,SKU-0904,Material NSE 8 EF,146,29.27,2025-05-22 00:00:00
828,338,SKU-0009,Material PGS 4 EF,79,214.85,2022-10-13 00:00:00
829,339,SKU-0058,Material Isaac 3 EF,78,22.97,2025-10-28 00:00:00
830,339,SKU-0020,Material COC 2 EM,119,71.96,2025-10-28 00:00:00
831,339,SKU-0007,Material NSE 3 EM,16,193.4,2025-10-28 00:00:00
832,340,SKU-0907,Material COC 9 EF,20,163.31,2022-04-21 00:00:00
833,340,SKU-0905,Material COC 1 EF,186,217.74,2022-04-21 00:00:00
834,341,SKU-0046,Material SAE 7 EF,94,25.57,2022-12-07 00:00:00
835,342,SKU-0904,Material SAE 1 EM,122,207.79,2024-05-13 00:00:00
836,343,SKU-0049,Material COC 3 EF,57,115.75,2023-04-05 00:00:00
837,343,SKU-0020,Material NSE 3 EF,36,120.02,2023-04-05 00:00:00
838,343,SKU-0908,Material NSE 2 EF,13,240.37,2023-04-05 00:00:00
839,344,SKU-0023,Material Isaac 1 EF,34,128.63,2024-02-27 00:00:00
840,344,SKU-0021,Material COC 5 EF,126,36.05,2024-02-27 00:00:00
841,344,SKU-0056,Material COC 9 EF,42,188.48,2024-02-27 00:00:00
842,344,SKU-0036,Material PGS 6 EF,83,70.65,2024-02-27 00:00:00
843,345,SKU-0008,Material COC 7 EF,75,44.39,2025-09-05 00:00:00
844,345,SKU-0906,Material Isaac 2 EM,14,71.23,2025-09-05 00:00:00
845,346,SKU-0049,Material Isaac 1 EF,194,160.53,2022-11-30 00:00:00
846,346,SKU-0060,Material COC 3 EM,53,184.79,2022-11-30 00:00:00
847,346,SKU-0048,Material NSE 1 EF,36,129.32,2022-11-30 00:00:00
848,346,SKU-0009,Material COC 2 EF,76,243.11,2022-11-30 00:00:00
849,347,SKU-0020,Material NSE 9 EF,44,208.78,2024-03-11 00:00:00
850,347,SKU-0015,Material PGS 5 EF,164,147.46,2024-03-11 00:00:00
851,348,SKU-0045,Material COC 5 EF,144,54.29,2023-06-13 00:00:00
852,348,SKU-0036,Material PGS 4 EF,178,199.54,2023-06-13 00:00:00
853,349,SKU-0900,Material PGS 6 EF,192,42.32,2022-07-12 00:00:00
854,349,SKU-0016,Material Isaac 2 EF,25,195.23,2022-07-12 00:00:00
855,349,SKU-0906,Material COC 6 EF,10,196.73,2022-07-12 00:00:00
856,349,SKU-0055,Material COC 2 EF,130,178.52,2022-07-12 00:00:00
857,350,SKU-0024,Material COC 3 EM,81,25.22,2022-01-13 00:00:00
858,350,SKU-0908,Material COC 8 EF,70,214.97,2022-01-13 00:00:00
859,350,SKU-0041,Material PGS 2 EF,113,249.03,2022-01-13 00:00:00
860,351,SKU-0059,Material PGS 8 EF,184,161.43,2025-02-13 00:00:00
861,351,SKU-0017,Material SAE 2 EF,128,122.47,2025-02-13 00:00:00
862,352,SKU-0042,Material SAE 9 EF,112,55.7,2023-03-28 00:00:00
863,352,SKU-0058,Material NSE 1 EM,143,36.29,2023-03-28 00:00:00
864,353,SKU-0046,Material SAE 7 EF,131,223.53,2025-09-24 00:00:00
865,353,SKU-0032,Material Isaac 9 EF,135,205.85,2025-09-24 00:00:00
866,354,SKU-0041,Material COC 9 EF,40,230.53,2022-05-11 00:00:00
867,354,SKU-0009,Material COC 7 EF,161,110.07,2022-05-11 00:00:00
868,355,SKU-0030,Material COC 2 EM,119,100.77,2023-09-09 00:00:00
869,355,SKU-0906,Material PGS 4 EF,80,131.55,2023-09-09 00:00:00
870,356,SKU-0050,Material SAE 3 EF,51,248.07,2023-03-29 00:00:00
871,356,SKU-0045,Material NSE 1 EM,178,197.36,2023-03-29 00:00:00
872,357,SKU-0055,Material SAE 8 EF,199,20.03,2022-12-06 00:00:00
873,357,SKU-0044,Material SAE 8 EF,65,55.79,2022-12-06 00:00:00
874,357,SKU-0027,Material Isaac 8 EF,152,50.21,2022-12-06 00:00:00
875,357,SKU-0025,Material NSE 1 EM,106,96.45,2022-12-06 00:00:00
876,358,SKU-0042,Material NSE 3 EF,20,221.58,2022-11-05 00:00:00
877,358,SKU-0006,Material COC 4 EF,111,185.2,2022-11-05 00:00:00
878,358,SKU-0902,Material PGS 1 EM,25,109.01,2022-11-05 00:00:00
879,359,SKU-0004,Material SAE 6 EF,80,51.13,2023-09-14 00:00:00
880,360,SKU-0901,Material COC 2 EF,61,185.24,2024-10-28 00:00:00
881,360,SKU-0052,Material COC 4 EF,48,195.97,2024-10-28 00:00:00
882,360,SKU-0004,Material Isaac 3 EM,147,142.62,2024-10-28 00:00:00
883,360,SKU-0030,Material NSE 9 EF,103,104.73,2024-10-28 00:00:00
884,361,SKU-0012,Material COC 2 EF,77,198.58,2024-03-26 00:00:00
885,361,SKU-0022,Material PGS 5 EF,69,188.75,2024-03-26 00:00:00
886,361,SKU-0050,Material SAE 3 EM,111,111.74,2024-03-26 00:00:00
887,361,SKU-0048,Material SAE 4 EF,151,157.1,2024-03-26 00:00:00
888,362,SKU-0909,Material COC 6 EF,78,186.05,2024-03-08 00:00:00
889,362,SKU-0058,Material NSE 5 EF,140,205.72,2024-03-08 00:00:00
890,363,SKU-0015,Material SAE 2 EF,105,179.07,2023-01-10 00:00:00
891,363,SKU-0047,Material SAE 5 EF,165,134.17,2023-01-10 00:00:00
892,363,SKU-0011,Material COC 1 EF,66,90.2,2023-01-10 00:00:00
893,363,SKU-0039,Material COC 4 EF,194,102.21,2023-01-10 00:00:00
894,364,SKU-0056,Material PGS 3 EF,117,182.62,2023-08-20 00:00:00
895,364,SKU-0055,Material SAE 7 EF,184,62.87,2023-08-20 00:00:00
896,364,SKU-0022,Material NSE 6 EF,111,200.72,2023-08-20 00:00:00
897,365,SKU-0019,Material PGS 2 EM,179,206.76,2025-01-11 00:00:00
898,365,SKU-0006,Material NSE 6 EF,140,40.77,2025-01-11 00:00:00
899,365,SKU-0057,Material Isaac 1 EF,151,207.83,2025-01-11 00:00:00
900,365,SKU-0040,Material NSE 3 EM,100,229.17,2025-01-11 00:00:00
901,366,SKU-0036,Material PGS 2 EF,30,157.47,2023-06-08 00:00:00
902,366,SKU-0058,Material SAE 4 EF,181,114.52,2023-06-08 00:00:00
903,367,SKU-0001,Material NSE 3 EF,130,113.67,2024-10-13 00:00:00
904,367,SKU-0033,Material NSE 1 EM,191,85.83,2024-10-13 00:00:00
905,368,SKU-0060,Material NSE 6 EF,197,81.89,2023-03-04 00:00:00
906,368,SKU-0033,Material PGS 8 EF,147,100.99,2023-03-04 00:00:00
907,368,SKU-0905,Material PGS 5 EF,27,79.23,2023-03-04 00:00:00
908,368,SKU-0038,Material NSE 1 EM,174,100.93,2023-03-04 00:00:00
909,369,SKU-0034,Material NSE 3 EM,150,168.96,2024-08-06 00:00:00
910,369,SKU-0016,Material SAE 2 EM,20,120.08,2024-08-06 00:00:00
911,370,SKU-0036,Material PGS 7 EF,66,73.38,2024-12-05 00:00:00
912,370,SKU-0900,Material NSE 3 EM,36,174.3,2024-12-05 00:00:00
913,371,SKU-0007,Material NSE 2 EF,185,247.62,2022-05-29 00:00:00
914,372,SKU-0906,Material NSE 3 EF,74,208.98,2023-01-06 00:00:00
915,373,SKU-0014,Material PGS 2 EM,137,150.22,2023-11-29 00:00:00
916,373,SKU-0048,Material COC 6 EF,57,210.86,2023-11-29 00:00:00
917,373,SKU-0050,Material SAE 3 EF,111,58.07,2023-11-29 00:00:00
918,374,SKU-0001,Material COC 1 EF,186,103.92,2022-04-11 00:00:00
919,374,SKU-0045,Material COC 3 EF,31,240.25,2022-04-11 00:00:00
920,375,SKU-0002,Material COC 6 EF,138,132.75,2023-11-01 00:00:00
921,375,SKU-0039,Material COC 4 EF,112,111.31,2023-11-01 00:00:00
922,375,SKU-0006,Material Isaac 6 EF,148,138.31,2023-11-01 00:00:00
923,375,SKU-0906,Material Isaac 8 EF,155,56.97,2023-11-01 00:00:00
924,376,SKU-0025,Material SAE 1 EM,58,66.13,2022-09-03 00:00:00
925,377,SKU-0041,Material SAE 8 EF,42,220.16,2024-02-15 00:00:00
926,377,SKU-0050,Material Isaac 5 EF,104,153.72,2024-02-15 00:00:00
927,377,SKU-0012,Material PGS 6 EF,127,32.35,2024-02-15 00:00:00
928,377,SKU-0060,Material NSE 4 EF,196,84.56,2024-02-15 00:00:00
929,378,SKU-0001,Material Isaac 2 EF,56,89.89,2025-03-02 00:00:00
930,378,SKU-0012,Material Isaac 3 EF,161,120.65,2025-03-02 00:00:00
931,378,SKU-0041,Material PGS 5 EF,109,52.7,2025-03-02 00:00:00
932,378,SKU-0006,Material COC 9 EF,114,189.76,2025-03-02 00:00:00
933,379,SKU-0027,Material SAE 8 EF,118,22.3,2023-01-02 00:00:00
934,379,SKU-0039,Material PGS 7 EF,131,214.02,2023-01-02 00:00:00
935,379,SKU-0900,Material Isaac 1 EF,22,76.99,2023-01-02 00:00:00
936,379,SKU-0043,Material COC 8 EF,40,45.9,2023-01-02 00:00:00
937,380,SKU-0056,Material PGS 8 EF,37,66.71,2022-10-23 00:00:00
938,380,SKU-0019,Material NSE 2 EM,159,244.79,2022-10-23 00:00:00
939,380,SKU-0026,Material SAE 9 EF,184,243.47,2022-10-23 00:00:00
940,380,SKU-0056,Material Isaac 3 EF,97,102.93,2022-10-23 00:00:00
941,381,SKU-0908,Material SAE 1 EF,181,95.32,2025-06-27 00:00:00
942,381,SKU-0042,Material COC 1 EF,120,77.24,2025-06-27 00:00:00
943,381,SKU-0053,Material COC 9 EF,123,140.29,2025-06-27 00:00:00
944,382,SKU-0010,Material PGS 4 EF,29,25.45,2023-07-06 00:00:00
945,382,SKU-0040,Material PGS 5 EF,47,156.38,2023-07-06 00:00:00
946,382,SKU-0010,Material PGS 2 EF,199,41.42,2023-07-06 00:00:00
947,383,SKU-0025,Material Isaac 9 EF,149,109.89,2024-05-30 00:00:00
948,383,SKU-0047,Material SAE 1 EM,138,51.31,2024-05-30 00:00:00
949,384,SKU-0906,Material Isaac 3 EF,46,201.87,2022-02-25 00:00:00
950,384,SKU-0019,Material Isaac 2 EM,143,34.83,2022-02-25 00:00:00
951,385,SKU-0028,Material NSE 5 EF,62,199.43,2025-08-24 00:00:00
952,385,SKU-0015,Material PGS 1 EF,157,228.0,2025-08-24 00:00:00
953,386,SKU-0901,Material Isaac 9 EF,151,170.01,2023-10-15 00:00:00
954,387,SKU-0042,Material PGS 6 EF,193,124.6,2023-07-08 00:00:00
955,388,SKU-0035,Material Isaac 6 EF,32,44.93,2023-01-16 00:00:00
956,389,SKU-0903,Material COC 7 EF,143,70.29,2022-12-24 00:00:00
957,390,SKU-0018,Material PGS 7 EF,195,65.55,2023-04-24 00:00:00
958,390,SKU-0909,Material NSE 4 EF,133,174.24,2023-04-24 00:00:00
959,391,SKU-0032,Material PGS 9 EF,41,187.99,2025-03-12 00:00:00
960,391,SKU-0056,Material NSE 3 EM,149,33.11,2025-03-12 00:00:00
961,391,SKU-0906,Material COC 1 EM,153,49.35,2025-03-12 00:00:00
962,391,SKU-0008,Material SAE 3 EF,195,31.19,2025-03-12 00:00:00
963,392,SKU-0031,Material SAE 2 EF,141,151.63,2024-12-15 00:00:00
964,392,SKU-0021,Material PGS 4 EF,173,105.59,2024-12-15 00:00:00
965,393,SKU-0033,Material COC 7 EF,133,234.61,2025-06-03 00:00:00
966,393,SKU-0054,Material Isaac 3 EM,27,137.41,2025-06-03 00:00:00
967,393,SKU-0903,Material NSE 3 EM,188,30.92,2025-06-03 00:00:00
968,393,SKU-0903,Material PGS 2 EF,181,243.04,2025-06-03 00:00:00
969,394,SKU-0049,Material Isaac 4 EF,28,132.65,2023-12-05 00:00:00
970,395,SKU-0020,Material Isaac 9 EF,124,21.2,2025-08-20 00:00:00
971,395,SKU-0900,Material COC 3 EF,140,21.9,2025-08-20 00:00:00
972,395,SKU-0037,Material NSE 8 EF,11,176.89,2025-08-20 00:00:00
973,396,SKU-0054,Material SAE 8 EF,57,141.87,2024-08-09 00:00:00
974,397,SKU-0040,Material COC 1 EM,146,24.66,2022-09-03 00:00:00
975,397,SKU-0012,Material PGS 3 EF,79,206.4,2022-09-03 00:00:00
976,397,SKU-0053,Material PGS 1 EF,13,144.02,2022-09-03 00:00:00
977,398,SKU-0050,Material COC 3 EF,16,130.16,2023-03-29 00:00:00
978,399,SKU-0905,Material NSE 1 EM,162,122.66,2023-07-11 00:00:00
979,399,SKU-0044,Material Isaac 2 EM,46,186.68,2023-07-11 00:00:00
980,400,SKU-0015,Material NSE 1 EF,172,198.4,2024-12-23 00:00:00
981,401,SKU-0012,Material NSE 8 EF,195,248.84,2022-06-28 00:00:00
982,402,SKU-0008,Material PGS 3 EM,164,46.37,2024-04-07 00:00:00
983,403,SKU-0051,Material NSE 2 EF,28,223.5,2022-07-21 00:00:00
984,403,SKU-0022,Material COC 2 EM,144,179.71,2022-07-21 00:00:00
985,403,SKU-0012,Material Isaac 1 EM,13,179.83,2022-07-21 00:00:00
986,403,SKU-0027,Material Isaac 1 EF,162,190.01,2022-07-21 00:00:00
987,404,SKU-0042,Material COC 4 EF,133,91.74,2022-05-08 00:00:00
988,404,SKU-0009,Material PGS 8 EF,94,249.58,2022-05-08 00:00:00
989,405,SKU-0902,Material Isaac 2 EF,67,73.88,2023-09-20 00:00:00
990,406,SKU-0902,Material NSE 2 EF,171,167.85,2024-09-09 00:00:00
991,406,SKU-0032,Material COC 2 EF,38,187.63,2024-09-09 00:00:00
992,407,SKU-0025,Material NSE 5 EF,16,165.41,2022-05-18 00:00:00
993,407,SKU-0007,Material Isaac 3 EM,138,117.26,2022-05-18 00:00:00
994,407,SKU-0032,Material SAE 9 EF,112,197.03,2022-05-18 00:00:00
995,407,SKU-0044,Material SAE 5 EF,119,156.01,2022-05-18 00:00:00
996,408,SKU-0057,Material NSE 7 EF,138,143.77,2023-07-26 00:00:00
997,409,SKU-0908,Material Isaac 1 EM,163,77.39,2023-05-30 00:00:00
998,410,SKU-0026,Material NSE 3 EF,30,153.4,2025-07-05 00:00:00
999,410,SKU-0055,Material COC 6 EF,176,68.48,2025-07-05 00:00:00
1000,411,SKU-0001,Material COC 7 EF,185,44.93,2022-01-01 00:00:00
1001,411,SKU-0013,Material COC 4 EF,118,110.65,2022-01-01 00:00:00
1002,411,SKU-0032,Material NSE 2 EM,154,123.72,2022-01-01 00:00:00
1003,412,SKU-0041,Material PGS 2 EF,182,141.32,2024-02-22 00:00:00
1004,413,SKU-0054,Material SAE 4 EF,190,183.14,2025-09-29 00:00:00
1005,413,SKU-0013,Material Isaac 6 EF,45,67.07,2025-09-29 00:00:00
1006,413,SKU-0902,Material Isaac 2 EF,132,247.84,2025-09-29 00:00:00
1007,414,SKU-0035,Material NSE 3 EM,41,213.39,2025-09-23 00:00:00
1008,414,SKU-0029,Material PGS 8 EF,19,211.93,2025-09-23 00:00:00
1009,414,SKU-0011,Material Isaac 3 EF,52,65.66,2025-09-23 00:00:00
1010,415,SKU-0047,Material NSE 3 EM,171,210.77,2023-07-20 00:00:00
1011,415,SKU-0018,Material NSE 8 EF,79,214.05,2023-07-20 00:00:00
1012,415,SKU-0027,Material COC 8 EF,133,62.55,2023-07-20 00:00:00
1013,415,SKU-0900,Material Isaac 6 EF,174,29.8,2023-07-20 00:00:00
1014,416,SKU-0005,Material COC 8 EF,23,176.7,2024-01-03 00:00:00
1015,416,SKU-0055,Material Isaac 3 EM,175,42.83,2024-01-03 00:00:00
1016,416,SKU-0014,Material COC 3 EM,121,120.87,2024-01-03 00:00:00
1017,417,SKU-0904,Material SAE 1 EM,11,162.66,2023-06-17 00:00:00
1018,418,SKU-0901,Material COC 3 EM,34,107.56,2023-08-29 00:00:00
1019,418,SKU-0054,Material PGS 1 EF,157,47.6,2023-08-29 00:00:00
1020,419,SKU-0027,Material NSE 3 EF,166,68.08,2024-11-27 00:00:00
1021,419,SKU-0028,Material PGS 1 EM,11,242.89,2024-11-27 00:00:00
1022,419,SKU-0038,Material COC 4 EF,116,241.91,2024-11-27 00:00:00
1023,420,SKU-0050,Material NSE 9 EF,133,218.9,2023-06-07 00:00:00
1024,421,SKU-0051,Material COC 4 EF,116,46.4,2022-09-19 00:00:00
1025,421,SKU-0018,Material NSE 2 EF,117,54.37,2022-09-19 00:00:00
1026,421,SKU-0906,Material NSE 3 EM,60,188.8,2022-09-19 00:00:00
1027,422,SKU-0024,Material COC 2 EM,107,84.45,2024-12-11 00:00:00
1028,422,SKU-0048,Material COC 3 EM,181,77.96,2024-12-11 00:00:00
1029,422,SKU-0046,Material PGS 2 EF,44,78.45,2024-12-11 00:00:00
1030,423,SKU-0050,Material COC 4 EF,72,135.48,2024-11-17 00:00:00
1031,423,SKU-0046,Material SAE 6 EF,31,131.27,2024-11-17 00:00:00
1032,423,SKU-0009,Material Isaac 4 EF,146,81.13,2024-11-17 00:00:00
1033,423,SKU-0019,Material PGS 8 EF,200,174.9,2024-11-17 00:00:00
1034,424,SKU-0027,Material Isaac 7 EF,74,85.96,2025-08-17 00:00:00
1035,424,SKU-0909,Material NSE 3 EF,63,121.97,2025-08-17 00:00:00
1036,425,SKU-0047,Material SAE 3 EF,83,221.86,2024-12-31 00:00:00
1037,425,SKU-0902,Material COC 3 EF,159,131.67,2024-12-31 00:00:00
1038,425,SKU-0004,Material Isaac 4 EF,185,66.51,2024-12-31 00:00:00
1039,425,SKU-0030,Material COC 8 EF,38,20.05,2024-12-31 00:00:00
1040,426,SKU-0030,Material Isaac 4 EF,108,40.48,2022-01-27 00:00:00
1041,426,SKU-0040,Material PGS 1 EM,184,73.5,2022-01-27 00:00:00
1042,427,SKU-0901,Material NSE 9 EF,65,63.82,2025-12-18 00:00:00
1043,428,SKU-0022,Material Isaac 2 EF,98,93.86,2022-03-27 00:00:00
1044,428,SKU-0048,Material PGS 7 EF,49,145.35,2022-03-27 00:00:00
1045,429,SKU-0904,Material Isaac 8 EF,44,95.96,2025-08-25 00:00:00
1046,429,SKU-0060,Material PGS 1 EF,184,183.29,2025-08-25 00:00:00
1047,430,SKU-0030,Material NSE 5 EF,53,224.58,2023-11-08 00:00:00
1048,431,SKU-0014,Material SAE 1 EM,30,245.45,2023-09-18 00:00:00
1049,431,SKU-0002,Material SAE 7 EF,117,200.94,2023-09-18 00:00:00
1050,432,SKU-0032,Material COC 7 EF,54,233.5,2024-08-05 00:00:00
1051,432,SKU-0900,Material COC 7 EF,15,105.23,2024-08-05 00:00:00
1052,432,SKU-0014,Material Isaac 2 EM,187,24.37,2024-08-05 00:00:00
1053,432,SKU-0048,Material COC 5 EF,33,187.34,2024-08-05 00:00:00
1054,433,SKU-0059,Material COC 6 EF,193,53.3,2025-10-21 00:00:00
1055,434,SKU-0011,Material NSE 1 EF,89,108.93,2023-09-04 00:00:00
1056,434,SKU-0053,Material COC 4 EF,33,229.1,2023-09-04 00:00:00
1057,434,SKU-0051,Material Isaac 8 EF,39,64.31,2023-09-04 00:00:00
1058,435,SKU-0043,Material PGS 2 EM,61,66.79,2024-05-20 00:00:00
1059,435,SKU-0015,Material Isaac 3 EF,154,232.35,2024-05-20 00:00:00
1060,436,SKU-0028,Material SAE 9 EF,61,63.64,2024-04-23 00:00:00
1061,436,SKU-0034,Material Isaac 7 EF,174,120.45,2024-04-23 00:00:00
1062,437,SKU-0027,Material Isaac 9 EF,10,200.61,2023-03-03 00:00:00
1063,438,SKU-0029,Material NSE 2 EM,141,115.94,2025-06-09 00:00:00
1064,438,SKU-0022,Material SAE 3 EF,137,161.78,2025-06-09 00:00:00
1065,438,SKU-0907,Material NSE 2 EF,184,159.83,2025-06-09 00:00:00
1066,438,SKU-0904,Material PGS 1 EF,104,197.15,2025-06-09 00:00:00
1067,439,SKU-0909,Material COC 1 EF,164,81.57,2023-08-12 00:00:00
1068,440,SKU-0018,Material PGS 6 EF,173,187.54,2025-02-19 00:00:00
1069,440,SKU-0017,Material COC 1 EF,164,43.9,2025-02-19 00:00:00
1070,440,SKU-0048,Material SAE 2 EF,188,106.84,2025-02-19 00:00:00
1071,440,SKU-0034,Material PGS 3 EF,193,231.52,2025-02-19 00:00:00
1072,441,SKU-0903,Material Isaac 5 EF,149,184.44,2023-06-08 00:00:00
1073,441,SKU-0033,Material Isaac 1 EM,53,54.99,2023-06-08 00:00:00
1074,441,SKU-0057,Material SAE 9 EF,111,149.15,2023-06-08 00:00:00
1075,441,SKU-0013,Material Isaac 4 EF,159,181.38,2023-06-08 00:00:00
1076,442,SKU-0009,Material NSE 3 EM,128,180.33,2025-02-20 00:00:00
1077,442,SKU-0006,Material SAE 3 EM,58,220.41,2025-02-20 00:00:00
1078,443,SKU-0055,Material SAE 5 EF,76,225.02,2024-03-19 00:00:00
1079,444,SKU-0042,Material NSE 2 EF,66,71.79,2025-10-30 00:00:00
1080,444,SKU-0051,Material PGS 2 EM,16,68.67,2025-10-30 00:00:00
1081,444,SKU-0027,Material COC 6 EF,186,45.09,2025-10-30 00:00:00
1082,444,SKU-0016,Material COC 6 EF,31,179.07,2025-10-30 00:00:00
1083,445,SKU-0900,Material Isaac 3 EF,136,230.5,2022-10-07 00:00:00
