ticket_id,tag
848,falta_material
848,senha
849,atraso
849,entrega
849,financeiro
850,login
851,troca
851,contrato
851,boleto
851,urgente
852,plataforma
852,login
852,boleto
853,erro_sistema
853,acesso
854,entrega
854,urgente
855,material_danificado
855,entrega
855,pagamento
855,login
856,senha
856,acesso
856,troca
857,digital
857,falta_material
858,entrega
858,financeiro
858,troca
859,entrega
859,nota_fiscal
859,contrato
859,suporte_técnico
860,contrato
860,digital
861,acesso
861,material_danificado
862,falta_material
862,acesso
863,devolução
864,financeiro
864,acesso
864,plataforma
865,contrato
865,pagamento
865,boleto
865,login
866,contrato
866,suporte_técnico
867,suporte_técnico
868,senha
868,pagamento
868,login
869,urgente
869,cancelamento
870,devolução
870,erro_sistema
870,atraso
870,pagamento
871,cancelamento
872,urgente
873,digital
873,acesso
874,login
874,erro_sistema
875,devolução
876,troca
876,material_danificado
876,acesso
876,pagamento
877,devolução
877,falta_material
877,atraso
878,boleto
878,erro_sistema
878,devolução
878,material_danificado
879,devolução
879,urgente
879,troca
880,plataforma
880,urgente
880,suporte_técnico
881,suporte_técnico
881,cancelamento
882,atraso
882,boleto
883,cancelamento
883,acesso
883,plataforma
883,devolução
884,erro_sistema
884,nota_fiscal
885,material_danificado
885,cancelamento
885,urgente
886,pagamento
887,acesso
887,digital
888,material_danificado
888,financeiro
888,falta_material
888,entrega
889,material_danificado
889,atraso
890,atraso
891,plataforma
892,plataforma
892,falta_material
893,pagamento
894,financeiro
895,senha
895,nota_fiscal
895,suporte_técnico
895,login
896,senha
896,atraso
896,suporte_técnico
896,plataforma
897,suporte_técnico
897,troca
898,urgente
898,pagamento
899,devolução
899,falta_material
899,troca
900,devolução
900,senha
900,falta_material
900,plataforma
901,senha
901,devolução
902,urgente
902,entrega
902,atraso
902,devolução
903,troca
903,devolução
903,erro_sistema
904,entrega
905,urgente
905,entrega
905,login
905,senha
906,plataforma
907,nota_fiscal
907,digital
908,login
908,plataforma
908,urgente
908,contrato
909,erro_sistema
909,atraso
909,material_danificado
909,senha
910,cancelamento
910,devolução
910,suporte_técnico
911,nota_fiscal
911,contrato
911,senha
912,atraso
912,login
912,troca
912,falta_material
913,senha
913,cancelamento
914,senha
914,urgente
915,pagamento
915,devolução
915,digital
915,suporte_técnico
916,pagamento
916,falta_material
916,atraso
917,atraso
917,senha
918,erro_sistema
919,financeiro
919,digital
919,atraso
919,plataforma
920,nota_fiscal
920,falta_material
920,erro_sistema
921,erro_sistema
922,plataforma
922,digital
922,financeiro
922,suporte_técnico
923,cancelamento
923,senha
923,pagamento
924,suporte_técnico
925,devolução
926,cancelamento
926,material_danificado
927,pagamento
927,atraso
927,nota_fiscal
927,senha
928,troca
928,devolução
928,financeiro
929,devolução
929,falta_material
930,urgente
930,pagamento
930,falta_material
930,troca
931,atraso
931,acesso
932,entrega
932,nota_fiscal
932,contrato
932,acesso
933,contrato
933,digital
933,plataforma
933,urgente
934,login
934,devolução
934,suporte_técnico
935,urgente
935,devolução
935,pagamento
935,login
936,senha
936,falta_material
937,atraso
937,financeiro
938,urgente
939,contrato
939,urgente
940,suporte_técnico
940,cancelamento
940,erro_sistema
940,contrato
941,cancelamento
941,senha
942,boleto
943,troca
943,falta_material
943,material_danificado
944,material_danificado
945,material_danificado
945,devolução
945,erro_sistema
945,senha
946,nota_fiscal
946,financeiro
946,login
946,boleto
947,atraso
947,devolução
948,pagamento
948,erro_sistema
948,financeiro
948,login
949,plataforma
949,senha
949,financeiro
949,digital
950,devolução
950,nota_fiscal
950,erro_sistema
950,digital
951,devolução
951,atraso
952,login
953,contrato
953,financeiro
953,urgente
954,pagamento
954,digital
954,contrato
955,boleto
955,plataforma
955,pagamento
955,erro_sistema
956,digital
957,entrega
957,atraso
957,troca
958,erro_sistema
959,cancelamento
959,troca
959,digital
960,senha
960,financeiro
960,pagamento
960,erro_sistema
961,senha
961,material_danificado
961,troca
962,troca
962,erro_sistema
962,nota_fiscal
963,cancelamento
963,troca
963,login
964,acesso
964,falta_material
965,material_danificado
965,atraso
965,nota_fiscal
965,falta_material
966,falta_material
966,senha
967,troca
967,entrega
967,pagamento
968,erro_sistema
968,urgente
968,falta_material
969,atraso
969,plataforma
970,boleto
970,urgente
971,erro_sistema
971,nota_fiscal
971,material_danificado
971,financeiro
972,entrega
972,senha
973,troca
973,devolução
973,falta_material
973,digital
974,suporte_técnico
974,troca
974,contrato
974,acesso
975,plataforma
975,falta_material
976,financeiro
976,material_danificado
977,pagamento
977,suporte_técnico
978,pagamento
978,erro_sistema
978,login
979,cancelamento
979,suporte_técnico
980,devolução
980,financeiro
981,acesso
981,troca
981,erro_sistema
982,suporte_técnico
983,erro_sistema
983,contrato
983,acesso
983,suporte_técnico
984,contrato
984,atraso
984,troca
984,cancelamento
985,nota_fiscal
985,erro_sistema
985,boleto
986,senha
986,digital
987,acesso
987,plataforma
987,digital
988,login
988,nota_fiscal
988,pagamento
989,contrato
989,boleto
989,erro_sistema
990,plataforma
990,devolução
990,urgente
991,acesso
991,contrato
992,erro_sistema
993,cancelamento
993,urgente
994,falta_material
994,pagamento
995,devolução
995,boleto
995,acesso
995,digital
996,atraso
996,urgente
996,nota_fiscal
996,acesso
997,pagamento
998,login
998,pagamento
999,devolução
999,plataforma
999,cancelamento
999,financeiro
1000,falta_material
1001,login
1002,troca
1002,senha
1002,suporte_técnico
1002,login
1003,urgente
1003,digital
1004,atraso
1005,suporte_técnico
1005,boleto
1005,pagamento
1006,falta_material
1006,atraso
1006,material_danificado
1006,acesso
1007,cancelamento
1007,atraso
1007,troca
1007,digital
1008,urgente
1008,acesso
1008,devolução
1008,atraso
1009,entrega
1009,erro_sistema
1010,atraso
1010,login
1010,material_danificado
1010,troca
1011,digital
1011,acesso
1012,financeiro
1012,acesso
1012,boleto
1013,atraso
1013,contrato
1013,troca
1014,entrega
1014,erro_sistema
1015,atraso
1015,troca
1015,financeiro
1016,financeiro
1016,cancelamento
1017,suporte_técnico
1017,material_danificado
1018,cancelamento
1018,acesso
1018,contrato
1019,atraso
1019,financeiro
1020,pagamento
1020,troca
1021,erro_sistema
1021,pagamento
1021,nota_fiscal
1022,financeiro
1023,financeiro
1023,nota_fiscal
1023,acesso
1024,troca
1024,acesso
1024,falta_material
1025,senha
1025,falta_material
1025,urgente
1026,devolução
1026,senha
1026,acesso
1027,nota_fiscal
1027,erro_sistema
1027,urgente
1028,troca
1029,devolução
1029,financeiro
1029,entrega
1030,plataforma
1030,suporte_técnico
1030,entrega
1031,atraso
1032,erro_sistema
1032,entrega
1032,pagamento
1033,acesso
1033,erro_sistema
1033,pagamento
1034,senha
1035,plataforma
1036,erro_sistema
1036,boleto
1036,nota_fiscal
1036,atraso
1037,suporte_técnico
1037,cancelamento
1038,material_danificado
1038,erro_sistema
1038,cancelamento
1038,senha
1039,material_danificado
1039,digital
1039,devolução
1040,pagamento
1040,cancelamento
1040,entrega
1040,nota_fiscal
1041,senha
1041,boleto
1041,material_danificado
1041,falta_material
1042,entrega
1042,suporte_técnico
1042,financeiro
1043,contrato
1043,atraso
1043,login
1044,boleto
1045,login
1045,pagamento
1045,cancelamento
1046,plataforma
1046,material_danificado
1047,suporte_técnico
1048,material_danificado
1048,acesso
1049,entrega
1049,troca
1050,senha
1050,material_danificado
1051,boleto
1052,pagamento
1052,atraso
1053,digital
1053,devolução
1054,erro_sistema
1054,troca
1054,urgente
1055,pagamento
1055,financeiro
1056,login
1056,suporte_técnico
1056,urgente
1057,falta_material
1057,contrato
1058,digital
1058,nota_fiscal
1059,nota_fiscal
1059,login
1059,troca
1060,troca
1061,senha
1062,suporte_técnico
1062,falta_material
1063,suporte_técnico
1063,falta_material
1063,erro_sistema
1064,atraso
1064,suporte_técnico
1064,cancelamento
1065,pagamento
1065,plataforma
1065,urgente
1065,digital
1066,digital
1067,boleto
1067,senha
1067,login
1067,contrato
1068,falta_material
1068,financeiro
1068,nota_fiscal
1069,entrega
1069,contrato
1070,digital
1070,urgente
1070,entrega
1070,atraso
1071,devolução
1071,financeiro
1072,login
1072,boleto
1072,nota_fiscal
1073,nota_fiscal
1073,devolução
1074,entrega
1075,entrega
1075,material_danificado
1076,troca
1076,contrato
1077,entrega
1077,acesso
1078,cancelamento
1078,pagamento
1079,financeiro
1079,digital
1079,urgente
1080,nota_fiscal
1081,falta_material
1081,acesso
1082,login
1082,entrega
1083,urgente
1083,boleto
1083,acesso
1084,erro_sistema
1084,pagamento
1084,financeiro
1085,material_danificado
1085,plataforma
1085,boleto
1086,erro_sistema
1086,cancelamento
1086,material_danificado
1086,pagamento
1087,devolução
1087,material_danificado
1088,falta_material
1088,devolução
1088,login
1088,material_danificado
1089,entrega
1089,contrato
1089,pagamento
1090,pagamento
1090,suporte_técnico
1090,plataforma
1091,plataforma
1091,atraso
1091,urgente
1091,troca
1092,erro_sistema
1093,entrega
1093,falta_material
1093,digital
1094,nota_fiscal
1095,erro_sistema
1095,nota_fiscal
1095,atraso
1095,acesso
1096,nota_fiscal
1096,entrega
1097,falta_material
1097,atraso
1097,acesso
1098,atraso
1098,plataforma
1099,erro_sistema
1099,contrato
1099,falta_material
1100,entrega
1100,pagamento
1100,nota_fiscal
1101,troca
1102,login
1102,material_danificado
1103,digital
1103,plataforma
1103,senha
1104,pagamento
1104,acesso
1104,financeiro
1104,nota_fiscal
1105,nota_fiscal
1106,digital
1107,digital
1107,urgente
1107,suporte_técnico
1108,financeiro
1109,entrega
1110,falta_material
1110,digital
1111,senha
1111,falta_material
1112,troca
1112,entrega
1112,nota_fiscal
1113,atraso
1113,senha
1114,urgente
1114,login
1115,suporte_técnico
1115,entrega
1116,acesso
1116,suporte_técnico
1116,financeiro
1116,devolução
1117,falta_material
1117,digital
1117,senha
1117,troca
1118,suporte_técnico
1118,plataforma
1118,boleto
1119,atraso
1119,erro_sistema
1119,financeiro
1119,suporte_técnico
1120,erro_sistema
1120,material_danificado
1120,falta_material
1121,devolução
1121,suporte_técnico
1121,atraso
1121,nota_fiscal
1122,digital
1122,atraso
1122,entrega
1123,plataforma
1123,troca
1124,erro_sistema
1124,atraso
1124,nota_fiscal
1124,financeiro
1125,nota_fiscal
1125,material_danificado
1125,acesso
1125,falta_material
1126,contrato
1126,suporte_técnico
1126,login
1127,erro_sistema
1128,erro_sistema
1128,contrato
1129,financeiro
1129,entrega
1129,senha
1130,urgente
1131,atraso
1131,suporte_técnico
1132,urgente
1132,cancelamento
1133,digital
1133,senha
1133,erro_sistema
1133,boleto
1134,contrato
1134,acesso
1134,financeiro
1135,urgente
1135,senha
1135,plataforma
1136,suporte_técnico
1137,suporte_técnico
1137,urgente
1137,nota_fiscal
1137,acesso
1138,financeiro
1138,boleto
1138,erro_sistema
1138,nota_fiscal
1139,boleto
1139,troca
1139,login
1140,entrega
1141,troca
1141,digital
1141,entrega
1142,erro_sistema
1143,atraso
1143,acesso
1143,boleto
1144,login
1144,entrega
1144,contrato
1145,acesso
1145,troca
1146,pagamento
1146,digital
1146,falta_material
1146,senha
1147,troca
1147,urgente
1147,contrato
1147,digital
1148,boleto
1149,atraso
1149,urgente
1149,digital
1150,nota_fiscal
1150,acesso
1151,nota_fiscal
1152,troca
1152,erro_sistema
1153,erro_sistema
1154,login
1155,boleto
1156,plataforma
1157,erro_sistema
1158,cancelamento
1159,nota_fiscal
1159,boleto
1159,troca
1160,atraso
1160,troca
1161,cancelamento
1161,troca
1161,atraso
1161,contrato
1162,login
1162,material_danificado
1162,urgente
1162,falta_material
1163,login
1163,material_danificado
1163,cancelamento
1164,suporte_técnico
1164,troca
1164,nota_fiscal
1165,erro_sistema
1166,acesso
1166,entrega
1166,boleto
1167,nota_fiscal
1167,falta_material
1167,erro_sistema
1167,acesso
1168,contrato
1169,contrato
1170,falta_material
1170,contrato
1170,plataforma
1171,troca
1171,cancelamento
1171,boleto
1171,plataforma
1172,suporte_técnico
1172,digital
1172,troca
1172,senha
1173,erro_sistema
1173,falta_material
1173,boleto
1173,contrato
1174,senha
1174,digital
1174,pagamento
1175,cancelamento
1175,erro_sistema
1175,falta_material
1175,acesso
1176,material_danificado
1177,financeiro
1178,falta_material
1178,suporte_técnico
1178,devolução
1178,senha
1179,nota_fiscal
1179,digital
1179,suporte_técnico
1180,senha
1181,falta_material
1181,material_danificado
1182,nota_fiscal
1183,atraso
1183,cancelamento
1184,digital
1185,falta_material
1185,entrega
1185,boleto
1186,cancelamento
1186,erro_sistema
1186,entrega
1186,boleto
1187,nota_fiscal
1188,pagamento
1189,suporte_técnico
1189,financeiro
1190,troca
1190,digital
1190,financeiro
1190,pagamento
1191,financeiro
1192,acesso
1192,nota_fiscal
1192,pagamento
1192,urgente
1193,senha
1193,financeiro
1194,contrato
1194,falta_material
1195,cancelamento
1196,plataforma
1196,material_danificado
1196,cancelamento
1196,login
1197,material_danificado
1197,senha
1198,material_danificado
1198,atraso
1198,acesso
1198,entrega
1199,atraso
1199,login
1199,material_danificado
1199,contrato
1200,entrega
1200,falta_material
1201,contrato
1201,devolução
1202,senha
1202,entrega
1202,urgente
1202,falta_material
1203,boleto
1203,nota_fiscal
1203,plataforma
1203,erro_sistema
1204,material_danificado
1204,urgente
1204,boleto
1205,boleto
1205,contrato
1205,erro_sistema
1206,suporte_técnico
1207,urgente
1207,atraso
1207,pagamento
1208,troca
1208,devolução
1209,devolução
1209,urgente
1210,cancelamento
1210,login
1210,nota_fiscal
1211,cancelamento
1211,contrato
1211,troca
1212,login
