id_pedido,id_escola,num_contrato,dt_pedido,dt_entrega_prevista,status,id_vendedor,dt_criacao,dt_atualizacao
238,161,ARCO-2025-00033,2024-02-04,2024-03-23,PENDING,18,2024-02-04 00:00:00,2024-03-24 00:00:00
239,80,ARCO-2022-00371,2025-01-07,2025-02-07,CANCELLED,9,2025-01-07 00:00:00,2025-01-21 00:00:00
240,198,,2025-12-22,2026-01-27,PENDING,4,2025-12-23 00:00:00,2025-12-24 00:00:00
241,243,ARCO-2022-00288,2022-06-05,2022-08-30,cancelado,19,2022-06-05 00:00:00,2022-07-14 00:00:00
242,219,ARCO-2023-00332,2025-01-26,2025-03-15,em_andamento,4,2025-01-27 00:00:00,2025-01-26 00:00:00
243,88,ARCO-2022-00193,2023-07-01,2023-08-28,E,8,2023-07-01 00:00:00,2023-08-28 00:00:00
244,205,ARCO-2024-00214,2022-09-16,2022-10-26,A,4,2022-09-17 00:00:00,2022-11-02 00:00:00
245,166,ARCO-2022-00373,2022-10-30,2022-12-09,IN_PROGRESS,14,2022-10-31 00:00:00,2022-11-01 00:00:00
246,81,ARCO-2022-00244,2022-05-27,2022-08-06,cancelled,16,2022-05-27 00:00:00,2022-06-06 00:00:00
247,38,ARCo-2023-00222,2023-09-24,2023-11-01,P,17,2023-09-24 00:00:00,2023-10-28 00:00:00
248,124,ARCO-2022-00125,2022-01-11,2022-02-20,A,17,2022-01-12 00:00:00,2022-02-20 00:00:00
249,86,ARCO-2025-00297,2022-09-20,2022-11-11,entregue,14,2022-09-20 00:00:00,2022-10-17 00:00:00
250,118,ARCO-2025-00170,2025-11-10,2025-12-01,delivered,12,2025-11-10 00:00:00,2025-12-10 00:00:00
251,90,ARCO-2024-00264,2024-07-02,2024-08-13,P,15,2024-07-03 00:00:00,2024-07-03 00:00:00
252,227,ARCO-2023-00066,2022-01-30,2022-03-10,A,13,2022-01-30 00:00:00,2022-02-25 00:00:00
253,3,ARCO-2022-00241,2023-12-18,2024-02-27,CANCELLED,17,2023-12-19 00:00:00,2024-01-09 00:00:00
254,184,ARCO-2023-00324,2022-05-22,2022-06-11,E,11,2022-05-22 00:00:00,2022-06-23 00:00:00
255,148,ARCO-2025-00187,2023-04-18,2023-05-14,entregue,9,2023-04-19 00:00:00,2023-05-21 00:00:00
256,185,ARCO-2024-00206,2023-12-11,2023-12-28,DELIVERED,20,2023-12-11 00:00:00,2024-02-05 00:00:00
257,72,,2025-02-10,2025-04-14,P,19,2025-02-10 00:00:00,2025-02-15 00:00:00
258,104,ARCO-2023-00076,2022-01-03,2022-01-24,cancelado,16,2022-01-03 00:00:00,2022-02-11 00:00:00
259,151,ARCO-2024-00322,2025-03-11,2025-04-22,IN_PROGRESS,6,2025-03-11 00:00:00,2025-04-11 00:00:00
260,50,ARCO-2024-00094,2025-11-25,2026-01-29,PENDING,16,2025-11-25 00:00:00,2025-11-27 00:00:00
261,99,ARCO-2022-00136,2022-11-13,2023-01-01,DELIVERED,8,2022-11-13 00:00:00,2022-11-19 00:00:00
262,235,ARCO-2024-00059,2023-10-19,2023-11-19,entregue,16,2023-10-19 00:00:00,2023-10-30 00:00:00
263,138,arco-2024-00151,2025-07-22,2025-08-29,em_andamento,14,2025-07-23 00:00:00,2025-08-13 00:00:00
264,186,ARCO-2025-00292,2024-01-07,2024-02-22,DELIVERED,6,2024-01-07 00:00:00,2024-01-27 00:00:00
265,221,,2025-11-24,2026-02-03,CANCELLED,1,2025-11-25 00:00:00,2025-12-18 00:00:00
266,45,ARCO-2025-00297,2025-01-18,2025-03-27,pending,16,2025-01-19 00:00:00,2025-01-28 00:00:00
267,133,ARCO-2023-00093,2024-06-30,2024-07-20,delivered,6,2024-06-30 00:00:00,2024-07-17 00:00:00
268,81,arco-2023-00066,2025-10-03,2025-11-15,pending,16,2025-10-04 00:00:00,2025-10-11 00:00:00
269,14,ARCO-2022-00371,2024-11-26,2025-01-18,A,10,2024-11-26 00:00:00,2024-12-29 00:00:00
270,105,ARCO-2024-00094,2025-09-02,2025-10-28,PENDING,16,2025-09-02 00:00:00,2025-10-22 00:00:00
271,191,ARCO-2023-00224,2023-06-11,2023-07-13,C,5,2023-06-12 00:00:00,2023-07-02 00:00:00
272,98,ARCO-2025-00297,2023-11-22,2024-01-23,entregue,10,2023-11-23 00:00:00,2023-11-29 00:00:00
273,149,arco-2023-00085,2025-11-06,2025-12-06,CANCELLED,17,2025-11-06 00:00:00,2025-12-11 00:00:00
274,245,ARCO-2023-00222,2024-07-13,2024-09-10,DELIVERED,4,2024-07-14 00:00:00,2024-07-26 00:00:00
275,99,,2025-03-12,2025-04-17,IN_PROGRESS,8,2025-03-13 00:00:00,2025-04-08 00:00:00
276,242,ARCO-2023-00354,2024-09-07,2024-11-10,PENDING,16,2024-09-08 00:00:00,2024-09-30 00:00:00
277,189,ARCO-2023-00140,2024-10-30,2025-01-13,pending,16,2024-10-30 00:00:00,2024-12-27 00:00:00
278,134,ARCO-2022-00022,2022-01-25,2022-04-05,IN_PROGRESS,15,2022-01-26 00:00:00,2022-02-11 00:00:00
279,222,ARCO-2023-00180,2022-03-10,2022-05-09,A,20,2022-03-10 00:00:00,2022-05-03 00:00:00
280,15,,2025-09-30,2025-10-23,A,17,2025-09-30 00:00:00,2025-11-26 00:00:00
281,138,,2024-03-25,2024-05-20,P,14,2024-03-26 00:00:00,2024-05-13 00:00:00
282,210,Arco-2025-00263,2023-07-06,2023-09-12,C,9,2023-07-06 00:00:00,2023-07-15 00:00:00
283,75,,2023-02-28,2023-03-18,A,18,2023-02-28 00:00:00,2023-03-02 00:00:00
284,142,ARCO-2024-00351,2023-07-15,2023-08-22,DELIVERED,10,2023-07-15 00:00:00,2023-09-01 00:00:00
285,121,,2024-04-25,2024-06-09,cancelled,2,2024-04-25 00:00:00,2024-05-28 00:00:00
286,157,,2024-10-01,2024-11-09,em_andamento,6,2024-10-02 00:00:00,2024-11-29 00:00:00
287,126,ARCO-2022-00212,2022-06-17,2022-07-12,PENDING,19,2022-06-17 00:00:00,2022-07-26 00:00:00
288,223,,2025-04-08,2025-04-29,pending,13,2025-04-08 00:00:00,2025-04-30 00:00:00
289,133,ARCO-2024-00054,2022-02-11,2022-03-04,DELIVERED,6,2022-02-11 00:00:00,2022-02-12 00:00:00
290,4,ARCO-2025-00185,2025-07-24,2025-10-12,C,17,2025-07-24 00:00:00,2025-09-03 00:00:00
291,185,ARCO-2025-00318,2022-05-20,2022-08-15,CANCELLED,20,2022-05-20 00:00:00,2022-05-27 00:00:00
292,233,ARCO-2024-00151,2024-01-05,2024-01-22,DELIVERED,19,2024-01-06 00:00:00,2024-01-21 00:00:00
293,157,,2022-09-14,2022-11-08,E,6,2022-09-15 00:00:00,2022-11-03 00:00:00
294,134,,2025-12-14,2026-01-09,DELIVERED,15,2025-12-15 00:00:00,2025-12-21 00:00:00
295,234,ARCO-2025-00337,2025-09-18,2025-11-07,P,14,2025-09-18 00:00:00,2025-10-23 00:00:00
296,169,,2023-12-20,2024-02-14,IN_PROGRESS,4,2023-12-20 00:00:00,2024-01-14 00:00:00
297,175,ARCO-2022-00142,2024-05-17,2024-07-28,delivered,4,2024-05-18 00:00:00,2024-05-19 00:00:00
298,39,ARCO-2024-00280,2023-01-31,2023-04-05,E,15,2023-02-01 00:00:00,2023-03-04 00:00:00
299,19,ARCO-2025-00132,2024-12-16,2025-02-06,P,5,2024-12-17 00:00:00,2025-01-09 00:00:00
300,27,ARCO-2022-00333,2024-10-06,2024-11-27,entregue,20,2024-10-06 00:00:00,2024-11-12 00:00:00
301,155,ARCo-2023-00101,2025-10-12,2026-01-08,A,20,2025-10-13 00:00:00,2025-10-18 00:00:00
302,163,,2022-11-11,2022-12-01,entregue,4,2022-11-12 00:00:00,2022-12-19 00:00:00
303,46,ARCO-2022-00314,2024-04-04,2024-04-29,E,5,2024-04-04 00:00:00,2024-05-28 00:00:00
304,131,,2022-12-22,2023-03-17,pendente,10,2022-12-22 00:00:00,2023-01-25 00:00:00
305,235,ARCO-2022-00022,2024-08-06,2024-10-25,delivered,16,2024-08-06 00:00:00,2024-08-10 00:00:00
306,174,ARCO-2023-00133,2025-04-22,2025-05-19,P,8,2025-04-22 00:00:00,2025-04-30 00:00:00
307,219,Arco-2023-00355,2023-03-09,2023-04-26,cancelado,4,2023-03-10 00:00:00,2023-03-20 00:00:00
308,164,ARCO-2022-00192,2025-11-28,2025-12-26,pendente,12,2025-11-28 00:00:00,2025-11-30 00:00:00
309,231,,2023-04-11,2023-05-02,cancelado,9,2023-04-12 00:00:00,2023-04-12 00:00:00
310,52,arco-2023-00374,2023-09-20,2023-10-12,cancelado,12,2023-09-20 00:00:00,2023-10-21 00:00:00
311,230,,2023-12-28,2024-02-26,C,16,2023-12-29 00:00:00,2024-02-14 00:00:00
312,162,,2025-08-03,2025-10-03,cancelled,8,2025-08-04 00:00:00,2025-08-19 00:00:00
313,81,ARCO-2025-00147,2022-02-19,2022-05-05,entregue,16,2022-02-19 00:00:00,2022-04-11 00:00:00
314,172,ARCo-2023-00140,2025-09-04,2025-11-13,DELIVERED,5,2025-09-05 00:00:00,2025-10-08 00:00:00
315,57,ARCO-2024-00251,2023-03-27,2023-04-19,C,12,2023-03-27 00:00:00,2023-03-30 00:00:00
316,248,Arco-2024-00206,2023-03-02,2023-04-04,A,2,2023-03-02 00:00:00,2023-04-29 00:00:00
317,6,ARCO-2022-00022,2022-01-18,2022-03-23,cancelled,8,2022-01-18 00:00:00,2022-03-13 00:00:00
318,155,,2024-12-19,2025-01-07,P,20,2024-12-20 00:00:00,2025-01-04 00:00:00
319,79,ARCO-2023-00047,2024-08-13,2024-09-17,E,9,2024-08-14 00:00:00,2024-09-07 00:00:00
320,104,ARCO-2025-00318,2025-04-17,2025-06-30,DELIVERED,16,2025-04-18 00:00:00,2025-04-29 00:00:00
321,71,ARCO-2022-00241,2023-12-05,2023-12-27,delivered,8,2023-12-05 00:00:00,2023-12-15 00:00:00
322,154,ARCo-2023-00111,2022-11-13,2023-01-26,P,13,2022-11-13 00:00:00,2023-01-11 00:00:00
323,150,,2024-11-21,2025-01-08,cancelled,9,2024-11-22 00:00:00,2025-01-10 00:00:00
324,35,ARCO-2023-00271,2024-05-23,2024-07-22,entregue,3,2024-05-24 00:00:00,2024-06-05 00:00:00
325,15,ARCO-2023-00198,2022-09-18,2022-11-16,DELIVERED,17,2022-09-19 00:00:00,2022-10-25 00:00:00
326,234,ARCO-2023-00101,2023-08-08,2023-09-05,CANCELLED,14,2023-08-09 00:00:00,2023-09-06 00:00:00
327,159,,2025-03-22,2025-05-18,PENDING,13,2025-03-22 00:00:00,2025-03-29 00:00:00
328,42,,2024-12-10,2025-01-20,E,16,2024-12-10 00:00:00,2025-01-05 00:00:00
329,232,ARCo-2024-00254,2024-03-27,2024-05-27,C,5,2024-03-27 00:00:00,2024-05-09 00:00:00
330,163,Arco-2023-00140,2025-07-08,2025-09-14,E,4,2025-07-09 00:00:00,2025-08-19 00:00:00
331,105,ARCO-2024-00046,2023-03-22,2023-04-07,PENDING,16,2023-03-22 00:00:00,2023-03-28 00:00:00
332,25,,2025-06-24,2025-08-15,PENDING,10,2025-06-25 00:00:00,2025-07-24 00:00:00
333,155,,2025-01-28,2025-03-26,em_andamento,20,2025-01-28 00:00:00,2025-02-28 00:00:00
334,159,ARCO-2023-00276,2022-04-18,2022-06-06,E,13,2022-04-18 00:00:00,2022-05-14 00:00:00
335,184,ARCO-2024-00141,2022-09-09,2022-11-18,A,11,2022-09-09 00:00:00,2022-11-04 00:00:00
336,25,ARCO-2024-00107,2024-08-30,2024-10-08,A,10,2024-08-31 00:00:00,2024-10-05 00:00:00
337,140,ARCO-2022-00328,2025-05-21,2025-08-08,DELIVERED,16,2025-05-22 00:00:00,2025-06-09 00:00:00
338,167,ARCO-2025-00175,2022-10-12,2022-11-30,pending,3,2022-10-13 00:00:00,2022-11-20 00:00:00
339,193,,2025-10-28,2026-01-04,cancelled,6,2025-10-28 00:00:00,2025-11-15 00:00:00
340,111,ARCO-2023-00156,2022-04-21,2022-05-20,C,8,2022-04-21 00:00:00,2022-05-06 00:00:00
341,125,ARCO-2024-00326,2022-12-06,2023-02-09,E,13,2022-12-07 00:00:00,2023-01-27 00:00:00
342,61,ARCO-2022-00240,2024-05-12,2024-06-07,cancelled,13,2024-05-13 00:00:00,2024-07-06 00:00:00
343,206,ARCO-2022-00168,2023-04-05,2023-06-07,cancelado,7,2023-04-05 00:00:00,2023-06-04 00:00:00
344,26,,2024-02-26,2024-04-17,cancelado,18,2024-02-27 00:00:00,2024-03-25 00:00:00
345,166,ARCO-2024-00325,2025-09-04,2025-11-20,P,14,2025-09-05 00:00:00,2025-10-13 00:00:00
346,44,ARCO-2025-00051,2022-11-30,2023-02-01,em_andamento,8,2022-11-30 00:00:00,2023-01-01 00:00:00
347,159,,2024-03-10,2024-05-14,PENDING,13,2024-03-11 00:00:00,2024-03-25 00:00:00
348,214,ARCO-2023-00146,2023-06-12,2023-07-31,IN_PROGRESS,9,2023-06-13 00:00:00,2023-08-10 00:00:00
349,167,ARCO-2022-00234,2022-07-12,2022-09-05,em_andamento,3,2022-07-12 00:00:00,2022-08-07 00:00:00
350,125,,2022-01-13,2022-01-30,pendente,13,2022-01-13 00:00:00,2022-01-14 00:00:00
351,37,ARCO-2025-00036,2025-02-13,2025-03-10,P,12,2025-02-13 00:00:00,2025-03-31 00:00:00
352,165,ARCO-2023-00111,2023-03-27,2023-06-01,CANCELLED,20,2023-03-28 00:00:00,2023-03-27 00:00:00
353,46,ARCO-2022-00330,2025-09-23,2025-11-06,em_andamento,5,2025-09-24 00:00:00,2025-10-20 00:00:00
354,119,ARCO-2022-00294,2022-05-10,2022-06-29,IN_PROGRESS,15,2022-05-11 00:00:00,2022-06-07 00:00:00
355,69,,2023-09-08,2023-11-05,entregue,15,2023-09-09 00:00:00,2023-10-26 00:00:00
356,242,ARCO-2024-00280,2023-03-29,2023-05-09,em_andamento,16,2023-03-29 00:00:00,2023-05-10 00:00:00
357,146,,2022-12-05,2023-02-17,DELIVERED,18,2022-12-06 00:00:00,2023-01-08 00:00:00
358,117,ARCO202500229,2022-11-05,2023-01-02,IN_PROGRESS,14,2022-11-05 00:00:00,2022-12-26 00:00:00
359,172,,2023-09-13,2023-11-19,A,5,2023-09-14 00:00:00,2023-10-23 00:00:00
360,10,ARCO-2022-00108,2024-10-28,2024-12-29,entregue,20,2024-10-28 00:00:00,2024-12-25 00:00:00
361,55,ARCO-2023-00001,2024-03-26,2024-04-15,IN_PROGRESS,15,2024-03-26 00:00:00,2024-05-06 00:00:00
362,125,ARCO-2023-00176,2024-03-07,2024-03-31,E,13,2024-03-08 00:00:00,2024-05-05 00:00:00
363,70,ARCO-2025-00027,2023-01-10,2023-03-31,pending,15,2023-01-10 00:00:00,2023-01-22 00:00:00
364,139,ARCo-2025-00363,2023-08-19,2023-11-05,C,9,2023-08-20 00:00:00,2023-10-18 00:00:00
365,29,ARCO-2024-00209,2025-01-10,2025-02-19,entregue,4,2025-01-11 00:00:00,2025-02-10 00:00:00
366,82,,2023-06-07,2023-07-29,cancelado,15,2023-06-08 00:00:00,2023-07-18 00:00:00
367,166,ARCO-2022-00138,2024-10-12,2024-12-23,E,14,2024-10-13 00:00:00,2024-12-10 00:00:00
368,61,ARCO-2024-00144,2023-03-04,2023-03-21,DELIVERED,13,2023-03-04 00:00:00,2023-04-09 00:00:00
369,72,ARCO-2023-00276,2024-08-06,2024-09-04,DELIVERED,19,2024-08-06 00:00:00,2024-08-21 00:00:00
370,174,,2024-12-05,2025-02-04,cancelado,8,2024-12-05 00:00:00,2025-01-01 00:00:00
371,101,ARCO-2022-00265,2022-05-28,2022-07-13,E,6,2022-05-29 00:00:00,2022-06-24 00:00:00
372,117,,2023-01-05,2023-02-01,A,14,2023-01-06 00:00:00,2023-02-17 00:00:00
373,111,,2023-11-28,2024-02-08,cancelado,8,2023-11-29 00:00:00,2023-12-27 00:00:00
374,85,ARCO-2024-00004,2022-04-11,2022-06-30,A,16,2022-04-11 00:00:00,2022-05-01 00:00:00
375,172,ARCO-2023-00213,2023-11-01,2023-12-04,cancelled,5,2023-11-01 00:00:00,2023-11-21 00:00:00
376,150,ARCO-2022-00154,2022-09-03,2022-09-20,C,9,2022-09-03 00:00:00,2022-09-30 00:00:00
377,94,ARCO-2023-00332,2024-02-15,2024-04-26,entregue,19,2024-02-15 00:00:00,2024-03-10 00:00:00
378,86,ARCO-2025-00343,2025-03-02,2025-04-12,E,14,2025-03-02 00:00:00,2025-04-10 00:00:00
379,166,arco-2023-00127,2023-01-01,2023-02-16,P,14,2023-01-02 00:00:00,2023-02-28 00:00:00
380,22,ARCO-2024-00211,2022-10-23,2022-12-03,cancelado,18,2022-10-23 00:00:00,2022-11-28 00:00:00
381,71,ARCO-2022-00234,2025-06-26,2025-09-15,pending,8,2025-06-27 00:00:00,2025-08-08 00:00:00
382,131,ARCO-2023-00203,2023-07-06,2023-08-18,PENDING,10,2023-07-06 00:00:00,2023-07-27 00:00:00
383,112,arco-2023-00130,2024-05-29,2024-07-06,CANCELLED,3,2024-05-30 00:00:00,2024-06-04 00:00:00
384,39,,2022-02-24,2022-04-15,E,15,2022-02-25 00:00:00,2022-04-08 00:00:00
385,193,ARCO-2022-00142,2025-08-23,2025-09-10,cancelled,6,2025-08-24 00:00:00,2025-09-10 00:00:00
386,135,arco-2024-00141,2023-10-15,2023-12-27,cancelado,17,2023-10-15 00:00:00,2023-11-21 00:00:00
387,85,ARCO-2024-00183,2023-07-07,2023-09-14,pending,16,2023-07-08 00:00:00,2023-09-01 00:00:00
388,129,ARCO-2024-00278,2023-01-15,2023-03-03,IN_PROGRESS,8,2023-01-16 00:00:00,2023-01-27 00:00:00
389,190,ARCO-2023-00370,2022-12-24,2023-03-24,CANCELLED,10,2022-12-24 00:00:00,2022-12-28 00:00:00
390,81,ARCO-2023-00088,2023-04-23,2023-05-20,cancelled,16,2023-04-24 00:00:00,2023-05-16 00:00:00
391,243,,2025-03-12,2025-05-19,C,19,2025-03-12 00:00:00,2025-04-16 00:00:00
392,146,,2024-12-14,2025-03-09,em_andamento,18,2024-12-15 00:00:00,2025-02-09 00:00:00
393,152,,2025-06-03,2025-06-19,cancelled,17,2025-06-03 00:00:00,2025-06-06 00:00:00
394,245,ARCO-2025-00327,2023-12-04,2024-01-05,em_andamento,4,2023-12-05 00:00:00,2024-01-22 00:00:00
395,85,ARCO-2023-00222,2025-08-20,2025-09-16,CANCELLED,16,2025-08-20 00:00:00,2025-09-18 00:00:00
396,26,,2024-08-09,2024-10-11,C,18,2024-08-09 00:00:00,2024-09-07 00:00:00
397,102,,2022-09-03,2022-11-04,E,14,2022-09-03 00:00:00,2022-09-24 00:00:00
398,9,,2023-03-28,2023-06-01,A,2,2023-03-29 00:00:00,2023-04-27 00:00:00
399,241,,2023-07-11,2023-09-03,em_andamento,17,2023-07-11 00:00:00,2023-07-18 00:00:00
400,208,ARCO-2025-00338,2024-12-23,2025-03-23,delivered,19,2024-12-23 00:00:00,2024-12-24 00:00:00
401,166,ARCO-2025-00287,2022-06-27,2022-07-31,pendente,14,2022-06-28 00:00:00,2022-07-17 00:00:00
402,8,ARCO-2023-00093,2024-04-06,2024-05-25,C,1,2024-04-07 00:00:00,2024-05-13 00:00:00
403,174,,2022-07-21,2022-10-02,em_andamento,8,2022-07-21 00:00:00,2022-08-08 00:00:00
404,14,ARCO-2022-00314,2022-05-08,2022-06-13,pending,10,2022-05-08 00:00:00,2022-07-04 00:00:00
405,69,ARCO-2022-00105,2023-09-19,2023-12-08,A,15,2023-09-20 00:00:00,2023-11-17 00:00:00
406,23,ARCO202300084,2024-09-09,2024-11-02,pending,13,2024-09-09 00:00:00,2024-09-25 00:00:00
407,78,ARCO202500317,2022-05-17,2022-07-02,CANCELLED,20,2022-05-18 00:00:00,2022-06-19 00:00:00
408,72,Arco-2023-00194,2023-07-26,2023-10-13,cancelado,19,2023-07-26 00:00:00,2023-09-10 00:00:00
409,60,ARCO-2022-00334,2023-05-30,2023-07-20,PENDING,4,2023-05-30 00:00:00,2023-07-23 00:00:00
410,215,ARCO-2025-00327,2025-07-04,2025-09-07,A,19,2025-07-05 00:00:00,2025-08-11 00:00:00
411,99,ARCO-2022-00270,2022-01-01,2022-03-19,PENDING,8,2022-01-01 00:00:00,2022-01-14 00:00:00
412,54,ARCO-2025-00376,2024-02-21,2024-04-01,pendente,18,2024-02-22 00:00:00,2024-04-21 00:00:00
413,166,,2025-09-29,2025-12-12,em_andamento,14,2025-09-29 00:00:00,2025-11-10 00:00:00
414,105,,2025-09-22,2025-10-22,E,16,2025-09-23 00:00:00,2025-11-15 00:00:00
415,171,ARCO-2024-00167,2023-07-20,2023-08-09,pendente,10,2023-07-20 00:00:00,2023-08-19 00:00:00
416,50,Arco-2025-00150,2024-01-02,2024-03-22,A,16,2024-01-03 00:00:00,2024-01-22 00:00:00
417,229,ARCO-2025-00027,2023-06-17,2023-08-05,cancelado,17,2023-06-17 00:00:00,2023-07-24 00:00:00
418,136,arco-2022-00265,2023-08-29,2023-11-20,PENDING,6,2023-08-29 00:00:00,2023-09-01 00:00:00
419,231,,2024-11-26,2025-01-23,pending,9,2024-11-27 00:00:00,2024-11-26 00:00:00
420,82,ARCO-2025-00293,2023-06-07,2023-07-07,pending,15,2023-06-07 00:00:00,2023-07-05 00:00:00
421,202,ARCO-2023-00271,2022-09-18,2022-10-26,cancelled,15,2022-09-19 00:00:00,2022-10-12 00:00:00
422,240,ARCO-2022-00143,2024-12-10,2024-12-30,A,11,2024-12-11 00:00:00,2025-02-01 00:00:00
423,76,,2024-11-16,2024-12-06,entregue,5,2024-11-17 00:00:00,2024-11-17 00:00:00
424,126,ARCO-2024-00211,2025-08-17,2025-10-27,delivered,19,2025-08-17 00:00:00,2025-08-23 00:00:00
425,129,,2024-12-30,2025-01-15,E,8,2024-12-31 00:00:00,2025-01-19 00:00:00
426,159,ARCO-2025-00309,2022-01-27,2022-04-10,DELIVERED,13,2022-01-27 00:00:00,2022-02-14 00:00:00
427,147,ARCO202200049,2025-12-17,2026-02-03,em_andamento,17,2025-12-18 00:00:00,2026-01-27 00:00:00
428,140,ARCO-2022-00241,2022-03-26,2022-06-02,cancelled,16,2022-03-27 00:00:00,2022-04-11 00:00:00
429,96,ARCO-2022-00029,2025-08-25,2025-11-12,pending,1,2025-08-25 00:00:00,2025-09-17 00:00:00
430,12,,2023-11-08,2023-12-20,CANCELLED,11,2023-11-08 00:00:00,2023-12-15 00:00:00
431,201,ARCO-2023-00339,2023-09-18,2023-12-13,IN_PROGRESS,10,2023-09-18 00:00:00,2023-11-09 00:00:00
432,151,ARCO-2024-00002,2024-08-05,2024-09-03,A,6,2024-08-05 00:00:00,2024-09-12 00:00:00
433,7,ARCO-2023-00374,2025-10-21,2025-11-19,entregue,3,2025-10-21 00:00:00,2025-11-20 00:00:00
434,134,ARCo-2024-00059,2023-09-03,2023-11-22,delivered,15,2023-09-04 00:00:00,2023-10-26 00:00:00
435,209,ARCO-2025-00179,2024-05-19,2024-08-05,PENDING,3,2024-05-20 00:00:00,2024-07-17 00:00:00
436,87,ARCo-2024-00094,2024-04-23,2024-05-14,C,11,2024-04-23 00:00:00,2024-05-27 00:00:00
437,127,,2023-03-03,2023-05-03,em_andamento,9,2023-03-03 00:00:00,2023-03-15 00:00:00
438,174,ARCO-2025-00157,2025-06-08,2025-08-07,entregue,8,2025-06-09 00:00:00,2025-07-09 00:00:00
439,153,ARCO-2023-00291,2023-08-12,2023-08-31,cancelled,3,2023-08-12 00:00:00,2023-10-09 00:00:00
440,118,ARCO-2025-00003,2025-02-19,2025-05-14,CANCELLED,12,2025-02-19 00:00:00,2025-03-28 00:00:00
441,196,Arco-2024-00262,2023-06-08,2023-08-12,PENDING,6,2023-06-08 00:00:00,2023-06-17 00:00:00
442,33,,2025-02-19,2025-03-06,CANCELLED,9,2025-02-20 00:00:00,2025-04-07 00:00:00
443,30,ARCO-2023-00186,2024-03-18,2024-06-03,delivered,11,2024-03-19 00:00:00,2024-03-22 00:00:00
444,203,ARCO-2023-00186,2025-10-30,2026-01-20,IN_PROGRESS,9,2025-10-30 00:00:00,2025-11-10 00:00:00
445,186,ARCO-2025-00086,2022-10-07,2022-12-14,cancelled,6,2022-10-07 00:00:00,2022-11-24 00:00:00
446,225,,2023-06-09,2023-07-26,E,4,2023-06-10 00:00:00,2023-07-07 00:00:00
447,212,arco-2023-00093,2022-04-02,2022-05-26,IN_PROGRESS,4,2022-04-03 00:00:00,2022-05-24 00:00:00
448,232,,2024-08-12,2024-10-18,CANCELLED,5,2024-08-12 00:00:00,2024-09-03 00:00:00
449,213,ARCO-2022-00249,2023-11-06,2024-01-26,cancelado,8,2023-11-06 00:00:00,2023-12-03 00:00:00
450,248,,2022-09-23,2022-11-21,delivered,2,2022-09-23 00:00:00,2022-10-20 00:00:00
451,155,ARCO-2023-00133,2022-12-06,2023-01-22,IN_PROGRESS,20,2022-12-07 00:00:00,2022-12-21 00:00:00
452,85,ARCO-2025-00147,2022-07-28,2022-09-06,CANCELLED,16,2022-07-28 00:00:00,2022-09-11 00:00:00
453,247,ARCO-2025-00003,2022-09-30,2022-12-27,pendente,12,2022-09-30 00:00:00,2022-10-13 00:00:00
454,191,,2025-09-29,2025-12-14,E,5,2025-09-30 00:00:00,2025-10-25 00:00:00
455,224,ARCO-2023-00016,2024-10-16,2024-12-16,E,17,2024-10-17 00:00:00,2024-11-21 00:00:00
456,123,,2022-10-07,2022-10-30,pending,5,2022-10-08 00:00:00,2022-10-24 00:00:00
457,100,ARCO-2023-00120,2024-03-21,2024-04-09,em_andamento,14,2024-03-21 00:00:00,2024-04-17 00:00:00
458,180,Arco-2025-00069,2022-11-08,2022-12-16,CANCELLED,6,2022-11-08 00:00:00,2022-12-18 00:00:00
459,60,,2023-07-18,2023-08-17,IN_PROGRESS,4,2023-07-19 00:00:00,2023-08-23 00:00:00
460,228,ARCO-2024-00283,2024-09-10,2024-10-27,P,3,2024-09-10 00:00:00,2024-10-10 00:00:00
461,105,ARCO-2024-00059,2022-02-09,2022-03-04,pendente,16,2022-02-10 00:00:00,2022-03-05 00:00:00
462,174,ARCO-2025-00307,2025-07-06,2025-08-22,entregue,8,2025-07-07 00:00:00,2025-07-13 00:00:00
463,32,,2025-08-27,2025-11-04,em_andamento,16,2025-08-28 00:00:00,2025-09-24 00:00:00
464,237,,2023-03-04,2023-03-28,entregue,20,2023-03-05 00:00:00,2023-04-18 00:00:00
465,235,ARCO-2022-00247,2022-04-04,2022-05-07,A,16,2022-04-04 00:00:00,2022-04-25 00:00:00
466,188,ARCO-2022-00243,2025-11-08,2026-01-26,IN_PROGRESS,9,2025-11-09 00:00:00,2025-11-12 00:00:00
467,121,ARCO-2022-00161,2023-01-12,2023-03-02,E,2,2023-01-12 00:00:00,2023-01-14 00:00:00
468,213,ARCO-2023-00040,2023-11-27,2024-02-16,entregue,8,2023-11-28 00:00:00,2024-01-12 00:00:00
469,203,ARCO-2024-00182,2022-11-03,2022-12-12,cancelled,9,2022-11-04 00:00:00,2022-12-30 00:00:00
470,228,,2022-06-16,2022-08-10,pendente,3,2022-06-17 00:00:00,2022-07-27 00:00:00
471,85,,2023-07-30,2023-08-26,pending,16,2023-07-31 00:00:00,2023-08-21 00:00:00
472,132,ARCO-2024-00272,2023-07-17,2023-09-18,DELIVERED,19,2023-07-17 00:00:00,2023-08-04 00:00:00
473,29,ARCO202400037,2024-10-29,2025-01-23,pendente,4,2024-10-29 00:00:00,2024-11-09 00:00:00
474,85,ARCO-2022-00138,2022-04-13,2022-06-01,DELIVERED,16,2022-04-14 00:00:00,2022-04-21 00:00:00
