DocEntry,LineNum,ItemCode,ItemName,Quantity,DelivrdQty,OpenQty,ShipDate,LineStatus,Price,LineTotal
241,2,SKU-0024,Material SAE 5 EF,138,101,37,2025-03-03,O,105.74,14592.12
241,3,SKU-0059,Material COC 6 EF,25,15,10,2025-02-21,O,24.34,608.5
241,4,SKU-0014,Material SAE 9 EF,174,129,45,2025-03-26,O,56.45,9822.3
242,0,SKU-0012,Material NSE 2 EM,73,3,70,2022-05-18,O,175.51,12812.23
243,0,SKU-0035,Material SAE 8 EF,274,29,245,2022-07-17,O,224.16,61419.84
243,1,SKU-0048,Material SAE 4 EF,256,84,172,2022-07-30,O,164.32,42065.92
244,0,SKU-0021,Material COC 4 EF,45,27,18,2025-06-26,O,102.54,4614.3
244,1,SKU-0044,Material PGS 1 EF,27,0,27,2025-06-01,O,135.07,3646.89
244,2,SKU-0051,Material Isaac 3 EM,215,59,156,2025-05-13,O,47.96,10311.4
244,3,SKU-0048,Material COC 1 EF,230,26,204,2025-06-14,O,113.07,26006.1
245,0,SKU-0004,Material COC 8 EF,135,29,106,2023-12-18,O,91.58,12363.3
245,1,SKU-0014,Material PGS 1 EM,262,238,24,2023-12-06,O,236.71,62018.02
245,2,SKU-0057,Material Isaac 1 EF,118,125,0,2024-01-09,C,182.6,21546.8
245,3,SKU-0031,Material COC 2 EF,156,94,62,2024-01-08,O,56.29,8781.24
245,4,SKU-0020,Material COC 5 EF,210,69,141,2024-01-03,O,292.66,61458.6
246,0,SKU-0057,Material SAE 1 EF,296,244,52,2023-05-14,O,61.28,18138.88
246,1,SKU-0039,Material Isaac 6 EF,227,213,14,2023-05-07,O,181.15,41121.05
246,2,SKU-0008,Material COC 1 EF,122,117,5,2023-05-27,O,194.8,23765.6
246,3,SKU-0040,Material SAE 8 EF,240,232,8,2023-06-15,O,223.91,53738.4
247,0,SKU-0021,Material Isaac 9 EF,21,10,11,2022-05-23,O,293.09,6154.89
247,1,SKU-0027,Material NSE 3 EM,60,48,12,2022-05-29,O,290.82,17449.2
247,2,SKU-0029,Material NSE 2 EF,144,111,33,2022-04-29,O,286.41,41243.04
247,3,SKU-0017,Material Isaac 2 EM,238,47,191,2022-04-11,O,291.53,69384.14
247,4,SKU-0027,Material PGS 5 EF,195,94,101,2022-05-23,O,206.47,40261.65
248,0,SKU-0042,Material PGS 6 EF,298,24,274,2025-07-31,O,224.22,66817.56
249,0,SKU-0017,Material Isaac 5 EF,134,6,128,2022-07-19,O,82.74,11087.16
249,1,SKU-0041,Material PGS 1 EF,27,20,7,2022-08-18,O,34.61,934.47
249,2,SKU-0034,Material SAE 1 EF,46,17,29,2022-08-11,O,120.62,5548.52
249,3,SKU-0046,Material PGS 5 EF,35,54,0,2022-07-17,C,26.3,920.5
249,4,SKU-0014,Material SAE 3 EM,193,118,75,2022-08-08,O,167.96,32416.28
250,0,SKU-0058,Material NSE 1 EM,235,92,143,2023-09-09,O,25.3,5945.5
250,1,SKU-0029,Material PGS 1 EF,82,50,32,2023-09-10,O,57.67,4728.94
250,2,SKU-0039,Material SAE 3 EM,52,33,19,2023-08-16,O,215.07,11183.64
250,3,SKU-0058,Material Isaac 7 EF,50,32,18,2023-08-21,O,67.78,3389.0
250,4,SKU-0044,Material Isaac 6 EF,190,168,22,2023-09-06,O,36.77,6986.3
251,0,SKU-0002,Material PGS 2 EF,178,78,100,2022-10-05,O,50.48,8985.44
251,1,SKU-0052,Material PGS 3 EM,264,221,43,2022-11-02,O,96.87,25573.68
251,2,SKU-0045,Material COC 3 EF,208,197,11,2022-09-26,O,195.24,40609.92
251,3,SKU-0011,Material SAE 5 EF,136,117,19,2022-10-15,O,152.11,20686.96
251,4,SKU-0018,Material PGS 1 EM,202,130,72,2022-10-06,O,277.78,56111.56
252,0,SKU-0012,Material SAE 2 EM,154,129,25,2024-06-03,O,272.72,41998.88
252,1,SKU-0058,Material Isaac 2 EF,167,138,29,2024-05-10,O,71.86,12000.62
252,2,SKU-0044,Material SAE 8 EF,133,32,101,2024-05-13,O,283.68,37729.44
252,3,SKU-0037,Material Isaac 3 EM,90,58,32,2024-06-12,O,220.77,19869.3
253,0,SKU-0001,Material NSE 2 EM,163,147,16,2025-09-02,O,25.6,4172.8
253,1,SKU-0016,Material NSE 3 EF,168,139,29,2025-08-30,O,271.17,45556.56
253,2,SKU-0042,Material PGS 4 EF,158,128,30,2025-09-14,O,176.84,27940.72
254,0,SKU-0017,Material NSE 8 EF,213,172,41,2024-02-27,O,137.06,29193.78
254,1,SKU-0055,Material COC 6 EF,115,5,110,2024-02-17,O,89.5,10292.5
254,2,SKU-0055,Material NSE 1 EM,67,58,9,2024-02-04,O,138.57,9284.19
254,3,SKU-0045,Material PGS 1 EF,238,111,127,2024-02-26,O,141.11,33584.18
255,0,SKU-0011,Material PGS 5 EF,51,38,13,2025-08-15,O,270.36,13788.36
255,1,SKU-0056,Material NSE 8 EF,74,26,48,2025-08-10,O,145.53,10769.22
255,2,SKU-0029,Material SAE 1 EM,17,11,6,2025-08-29,O,230.57,3919.69
255,3,SKU-0051,Material COC 3 EM,69,93,0,2025-09-13,C,142.1,9804.9
255,4,SKU-0051,Material PGS 8 EF,222,169,53,2025-08-22,O,259.6,57631.2
256,0,SKU-0030,Material Isaac 3 EF,66,45,21,2022-06-14,O,256.84,16951.44
256,1,SKU-0024,Material SAE 5 EF,196,191,5,2022-05-18,O,215.22,42183.12
256,2,SKU-0040,Material NSE 9 EF,141,9,132,2022-06-26,O,252.6,35616.6
256,3,SKU-0041,Material COC 8 EF,174,82,92,2022-05-25,O,123.66,21516.84
257,0,SKU-0047,Material SAE 3 EM,146,140,6,2025-04-03,O,119.94,17511.24
257,1,SKU-0014,Material COC 6 EF,252,213,39,2025-05-04,O,208.47,52534.44
257,2,SKU-0022,Material Isaac 1 EM,149,0,149,2025-05-01,O,273.31,40723.19
258,0,SKU-0060,Material PGS 3 EF,120,87,33,2025-12-31,O,64.95,7794.0
258,1,SKU-0021,Material NSE 9 EF,280,73,207,2026-01-02,O,128.94,36103.2
258,2,SKU-0042,Material PGS 7 EF,264,139,125,2025-12-13,O,225.91,59640.24
259,0,SKU-0051,Material COC 8 EF,130,108,22,2025-09-16,O,171.29,22267.7
260,0,SKU-0039,Material SAE 4 EF,166,44,122,2024-05-29,O,273.25,45359.5
260,1,SKU-0052,Material Isaac 7 EF,194,123,71,2024-05-26,O,252.69,49021.86
260,2,SKU-0034,Material SAE 3 EF,191,126,65,2024-06-06,O,150.77,28797.07
260,3,SKU-0005,Material NSE 2 EF,152,107,45,2024-05-06,O,177.99,27054.48
261,0,SKU-0055,Material PGS 3 EF,108,54,54,2025-07-14,O,113.43,12250.44
261,1,SKU-0039,Material Isaac 6 EF,185,88,97,2025-06-09,O,47.75,8833.75
261,2,SKU-0033,Material COC 4 EF,228,135,93,2025-06-10,O,154.5,35226.0
261,3,SKU-0013,Material COC 3 EM,37,2,35,2025-06-08,O,166.69,6167.53
262,0,SKU-0054,Material PGS 1 EM,19,15,4,2024-09-15,O,84.88,1612.72
262,1,SKU-0036,Material Isaac 2 EF,99,35,64,2024-10-05,O,98.79,9780.21
262,2,SKU-0040,Material Isaac 2 EF,204,163,41,2024-09-18,O,274.14,55924.56
263,0,SKU-0007,Material NSE 3 EF,163,67,96,2022-07-13,O,89.24,14546.12
263,1,SKU-0023,Material NSE 6 EF,293,48,245,2022-07-27,O,141.7,41518.1
264,0,SKU-0037,Material Isaac 6 EF,52,1,51,2024-06-26,O,251.39,13072.28
265,0,SKU-0017,Material COC 4 EF,207,174,33,2024-05-16,O,200.96,41598.72
265,1,SKU-0031,Material SAE 2 EM,158,142,16,2024-06-01,O,78.19,12354.02
265,2,SKU-0016,Material PGS 3 EM,156,135,21,2024-05-21,O,103.97,16219.32
265,3,SKU-0001,Material COC 8 EF,255,166,89,2024-04-22,O,225.83,57586.65
265,4,SKU-0030,Material NSE 4 EF,253,175,78,2024-06-08,O,42.21,10679.13
266,0,SKU-0011,Material PGS 8 EF,215,11,204,2024-08-31,O,118.7,25520.5
267,0,SKU-0050,Material NSE 4 EF,84,83,1,2025-08-16,O,105.47,8859.48
267,1,SKU-0049,Material PGS 1 EM,248,244,4,2025-08-11,O,221.23,54865.04
267,2,SKU-0011,Material NSE 7 EF,133,68,65,2025-08-14,O,42.19,5611.27
267,3,SKU-0051,Material NSE 7 EF,236,124,112,2025-08-06,O,91.99,21709.64
267,4,SKU-0056,Material COC 1 EM,52,1,51,2025-08-04,O,126.23,6563.96
268,0,SKU-0021,Material PGS 4 EF,205,191,14,2022-03-14,O,48.09,9858.45
268,1,SKU-0002,Material SAE 2 EF,48,3,45,2022-03-05,O,25.11,1205.28
268,2,SKU-0039,Material SAE 4 EF,14,1,13,2022-04-01,O,39.34,550.76
268,3,SKU-0034,Material Isaac 5 EF,137,46,91,2022-03-23,O,122.04,16719.48
269,0,SKU-0038,Material COC 6 EF,212,91,121,2023-01-24,O,28.39,6018.68
269,1,SKU-0008,Material SAE 9 EF,117,84,33,2023-01-09,O,28.5,3334.5
269,2,SKU-0006,Material COC 8 EF,164,113,51,2023-01-18,O,287.23,47105.72
269,3,SKU-0018,Material NSE 4 EF,39,4,35,2023-02-15,O,214.06,8348.34
269,4,SKU-0002,Material PGS 4 EF,57,28,29,2023-01-27,O,136.16,7761.12
270,0,SKU-0055,Material PGS 4 EF,104,90,14,2025-02-03,O,299.5,31148.0
271,0,SKU-0043,Material Isaac 2 EF,119,76,43,2022-08-01,O,247.16,29412.04
271,1,SKU-0011,Material Isaac 9 EF,12,4,8,2022-08-07,O,68.11,817.32
271,2,SKU-0017,Material Isaac 1 EF,90,20,70,2022-08-17,O,209.63,18866.7
271,3,SKU-0055,Material NSE 7 EF,222,134,88,2022-07-26,O,113.7,25241.4
272,0,SKU-0018,Material COC 6 EF,37,20,17,2025-03-25,O,293.24,10849.88
272,1,SKU-0054,Material NSE 3 EM,287,141,146,2025-04-19,O,43.37,12447.19
272,2,SKU-0006,Material SAE 3 EM,25,1,24,2025-04-08,O,114.91,2872.75
272,3,SKU-0040,Material PGS 1 EF,134,28,106,2025-04-25,O,284.24,38088.16
273,0,SKU-0051,Material PGS 8 EF,256,97,159,2023-07-12,O,261.47,66936.32
273,1,SKU-0033,Material SAE 7 EF,233,216,17,2023-06-18,O,91.87,21405.71
274,0,SKU-0020,Material PGS 5 EF,172,2,170,2024-11-02,O,67.36,11585.92
274,1,SKU-0033,Material PGS 2 EF,39,16,23,2024-11-27,O,228.93,8928.27
275,0,SKU-0032,Material PGS 2 EF,182,27,155,2022-05-07,O,165.1,30048.2
275,1,SKU-0036,Material Isaac 2 EF,69,12,57,2022-04-14,O,35.54,2452.26
275,2,SKU-0003,Material NSE 3 EF,300,169,131,2022-04-12,O,274.94,82482.0
275,3,SKU-0021,Material Isaac 5 EF,215,140,75,2022-04-14,O,258.08,55487.2
276,0,SKU-0040,Material SAE 3 EF,158,76,82,2024-07-23,O,229.05,36189.9
276,1,SKU-0004,Material SAE 1 EF,217,161,56,2024-07-07,O,168.41,36544.97
276,2,SKU-0033,Material PGS 3 EF,43,7,36,2024-07-20,O,142.71,6136.53
277,0,SKU-0017,Material Isaac 7 EF,271,227,44,2023-11-30,O,102.13,27677.23
277,1,SKU-0059,Material Isaac 8 EF,298,59,239,2023-12-16,O,61.96,18464.08
277,2,SKU-0003,Material PGS 9 EF,205,20,185,2023-12-26,O,202.95,41604.75
277,3,SKU-0031,Material COC 2 EM,49,14,35,2023-12-25,O,120.79,5918.71
278,0,SKU-0021,Material SAE 2 EF,249,188,61,2026-01-06,O,211.29,52611.21
278,1,SKU-0032,Material PGS 1 EF,245,82,163,2026-01-02,O,28.2,6909.0
279,0,SKU-0057,Material Isaac 1 EF,244,28,216,2024-03-17,O,227.92,55612.48
280,0,SKU-0024,Material SAE 8 EF,252,45,207,2024-07-11,O,99.51,25076.52
280,1,SKU-0031,Material Isaac 7 EF,233,160,73,2024-07-06,O,277.87,64743.71
280,2,SKU-0011,Material COC 9 EF,229,176,53,2024-06-14,O,189.15,43315.35
280,3,SKU-0041,Material NSE 3 EF,129,30,99,2024-06-25,O,77.48,9994.92
281,0,SKU-0032,Material NSE 4 EF,195,45,150,2024-02-27,O,121.79,23749.05
282,0,SKU-0004,Material NSE 2 EM,226,118,108,2024-10-18,O,239.84,54203.84
282,1,SKU-0038,Material SAE 5 EF,62,49,13,2024-10-03,O,116.68,7234.16
283,0,SKU-0012,Material COC 6 EF,210,136,74,2025-06-23,O,28.19,5919.9
283,1,SKU-0007,Material Isaac 9 EF,217,15,202,2025-06-23,O,80.53,17475.01
283,2,SKU-0003,Material Isaac 7 EF,286,183,103,2025-06-20,O,250.66,71688.76
283,3,SKU-0016,Material PGS 1 EF,96,94,2,2025-06-30,O,131.5,12624.0
284,0,SKU-0040,Material Isaac 6 EF,200,158,42,2023-11-09,O,267.8,53560.0
284,1,SKU-0046,Material PGS 3 EF,73,48,25,2023-12-05,O,41.53,3031.69
285,0,SKU-0060,Material COC 7 EF,217,88,129,2024-07-26,O,260.7,56571.9
285,1,SKU-0025,Material NSE 8 EF,37,23,14,2024-07-07,O,294.63,10901.31
285,2,SKU-0012,Material SAE 5 EF,106,103,3,2024-06-25,O,193.27,20486.62
285,3,SKU-0018,Material Isaac 1 EM,194,140,54,2024-06-23,O,128.42,24913.48
285,4,SKU-0058,Material NSE 8 EF,234,118,116,2024-07-05,O,250.26,58560.84
286,0,SKU-0004,Material Isaac 7 EF,284,147,137,2022-08-13,O,231.31,65692.04
287,0,SKU-0016,Material NSE 4 EF,175,131,44,2023-09-11,O,297.84,52122.0
287,1,SKU-0045,Material SAE 2 EM,23,8,15,2023-09-20,O,37.35,859.05
287,2,SKU-0041,Material PGS 1 EF,222,257,0,2023-10-01,C,214.97,47723.34
287,3,SKU-0040,Material Isaac 5 EF,206,174,32,2023-09-08,O,151.69,31248.14
288,0,SKU-0021,Material NSE 4 EF,249,13,236,2026-01-21,O,252.5,62872.5
288,1,SKU-0034,Material NSE 1 EF,39,0,39,2025-12-20,O,156.8,6115.2
288,2,SKU-0013,Material Isaac 2 EM,91,54,37,2025-12-28,O,123.13,11204.83
289,0,SKU-0035,Material SAE 8 EF,174,12,162,2023-09-24,O,270.61,47086.14
290,0,SKU-0035,Material SAE 3 EF,162,138,24,2024-12-04,O,236.94,38384.28
290,1,SKU-0033,Material SAE 1 EF,258,195,63,2024-11-12,O,162.95,42041.1
290,2,SKU-0024,Material COC 9 EF,237,80,157,2024-11-16,O,71.46,16936.02
291,0,SKU-0022,Material COC 5 EF,47,23,24,2022-05-12,O,52.78,2480.66
291,1,SKU-0031,Material SAE 1 EF,249,205,44,2022-06-06,O,174.8,43525.2
291,2,SKU-0057,Material NSE 2 EM,195,159,36,2022-06-25,O,213.66,41663.7
292,0,SKU-0019,Material Isaac 3 EF,54,22,32,2023-04-12,O,45.92,2479.68
292,1,SKU-0060,Material Isaac 5 EF,21,0,21,2023-03-27,O,92.32,1938.72
292,2,SKU-0054,Material COC 4 EF,201,109,92,2023-04-02,O,189.04,37997.04
293,0,SKU-0025,Material NSE 1 EM,252,159,93,2023-07-29,O,239.69,60401.88
293,1,SKU-0013,Material Isaac 1 EM,145,130,15,2023-08-18,O,254.46,36896.7
294,0,SKU-0004,Material SAE 7 EF,199,52,147,2024-04-20,O,33.56,6678.44
294,1,SKU-0020,Material Isaac 4 EF,111,5,106,2024-04-10,O,42.67,4736.37
295,0,SKU-0042,Material SAE 9 EF,115,38,77,2022-06-02,O,44.23,5086.45
295,1,SKU-0056,Material COC 7 EF,45,27,18,2022-05-18,O,182.01,8190.45
295,2,SKU-0013,Material Isaac 2 EM,162,109,53,2022-05-16,O,209.84,33994.08
295,3,SKU-0051,Material SAE 6 EF,166,80,86,2022-06-07,O,291.33,48360.78
296,0,SKU-0038,Material SAE 2 EF,292,188,104,2023-11-04,O,231.16,67498.72
296,1,SKU-0007,Material NSE 8 EF,160,59,101,2023-12-22,O,202.86,32457.6
296,2,SKU-0044,Material Isaac 3 EF,291,210,81,2023-12-21,O,83.91,24417.81
296,3,SKU-0015,Material NSE 9 EF,111,121,0,2023-11-15,C,87.39,9700.29
297,0,SKU-0021,Material Isaac 1 EM,63,49,14,2023-11-18,O,235.18,14816.34
297,1,SKU-0020,Material COC 9 EF,88,33,55,2023-11-18,O,26.79,2357.52
298,0,SKU-0032,Material COC 7 EF,204,77,127,2024-01-31,O,31.23,6370.92
298,1,SKU-0033,Material NSE 7 EF,31,29,2,2024-01-22,O,153.46,4757.26
298,2,SKU-0032,Material COC 9 EF,228,128,100,2024-01-03,O,119.94,27346.32
298,3,SKU-0057,Material Isaac 1 EM,39,33,6,2024-01-11,O,76.35,2977.65
299,0,SKU-0019,Material PGS 8 EF,25,25,0,2024-01-09,C,171.76,4294.0
299,1,SKU-0045,Material PGS 3 EF,35,29,6,2023-12-26,O,47.8,1673.0
299,2,SKU-0051,Material PGS 4 EF,63,96,0,2024-01-14,C,195.09,12290.67
299,3,SKU-0042,Material Isaac 7 EF,216,175,41,2023-12-14,O,161.54,34892.64
300,0,SKU-0026,Material NSE 2 EM,208,233,0,2023-08-05,C,267.58,55656.64
300,1,SKU-0020,Material COC 6 EF,278,81,197,2023-07-18,O,184.64,51329.92
300,2,SKU-0060,Material Isaac 7 EF,97,34,63,2023-07-11,O,110.31,10700.07
300,3,SKU-0041,Material SAE 2 EF,289,230,59,2023-07-25,O,57.57,16637.73
300,4,SKU-0003,Material NSE 1 EF,243,113,130,2023-06-17,O,80.74,19619.82
301,0,SKU-0059,Material SAE 3 EM,118,92,26,2024-09-04,O,192.98,22771.64
301,1,SKU-0003,Material SAE 9 EF,142,135,7,2024-10-03,O,174.27,24746.34
301,2,SKU-0025,Material PGS 3 EM,136,106,30,2024-10-24,O,109.13,14841.68
301,3,SKU-0043,Material NSE 3 EM,79,23,56,2024-09-10,O,80.63,6369.77
301,4,SKU-0020,Material Isaac 6 EF,25,13,12,2024-10-21,O,223.6,5590.0
302,0,SKU-0034,Material PGS 3 EM,253,77,176,2024-06-15,O,199.3,50422.9
302,1,SKU-0012,Material SAE 3 EM,294,339,0,2024-06-14,C,144.64,42524.16
302,2,SKU-0056,Material NSE 9 EF,133,32,101,2024-06-27,O,225.79,30030.07
302,3,SKU-0021,Material PGS 9 EF,264,270,0,2024-06-22,C,240.23,63420.72
302,4,SKU-0005,Material SAE 3 EF,60,46,14,2024-06-29,O,76.08,4564.8
303,0,SKU-0039,Material NSE 5 EF,254,99,155,2022-05-29,O,95.63,24290.02
304,0,SKU-0011,Material PGS 4 EF,136,28,108,2023-10-14,O,293.29,39887.44
304,1,SKU-0028,Material COC 1 EF,29,27,2,2023-10-22,O,153.73,4458.17
304,2,SKU-0046,Material PGS 5 EF,280,7,273,2023-10-11,O,165.84,46435.2
305,0,SKU-0025,Material COC 2 EF,68,57,11,2023-12-11,O,133.76,9095.68
306,0,SKU-0009,Material SAE 6 EF,258,162,96,2023-08-30,O,116.02,29933.16
306,1,SKU-0026,Material PGS 3 EF,163,85,78,2023-09-07,O,240.71,39235.73
306,2,SKU-0046,Material PGS 8 EF,101,7,94,2023-09-01,O,65.36,6601.36
306,3,SKU-0050,Material SAE 2 EF,148,6,142,2023-08-09,O,108.04,15989.92
306,4,SKU-0015,Material NSE 7 EF,126,56,70,2023-09-17,O,278.76,35123.76
307,0,SKU-0013,Material NSE 2 EM,279,121,158,2024-11-07,O,57.79,16123.41
307,1,SKU-0017,Material PGS 2 EM,278,79,199,2024-10-21,O,201.13,55914.14
307,2,SKU-0028,Material Isaac 1 EF,266,95,171,2024-11-04,O,135.44,36027.04
307,3,SKU-0036,Material Isaac 9 EF,126,47,79,2024-10-30,O,95.23,11998.98
307,4,SKU-0054,Material NSE 3 EF,169,166,3,2024-10-04,O,217.69,36789.61
308,0,SKU-0026,Material Isaac 1 EF,84,80,4,2024-04-10,O,21.14,1775.76
308,1,SKU-0055,Material PGS 2 EM,49,27,22,2024-04-13,O,261.3,12803.7
308,2,SKU-0051,Material Isaac 1 EM,28,13,15,2024-03-22,O,99.73,2792.44
308,3,SKU-0023,Material NSE 6 EF,52,91,0,2024-03-24,C,140.31,7296.12
309,0,SKU-0031,Material NSE 5 EF,183,63,120,2024-02-25,O,35.31,6461.73
309,1,SKU-0056,Material COC 1 EF,214,188,26,2024-03-25,O,223.61,47852.54
309,2,SKU-0036,Material NSE 9 EF,171,33,138,2024-03-15,O,206.26,35270.46
310,0,SKU-0027,Material PGS 6 EF,111,99,12,2025-04-10,O,64.2,7126.2
310,1,SKU-0004,Material NSE 2 EM,214,27,187,2025-03-31,O,229.86,49190.04
310,2,SKU-0006,Material COC 2 EM,216,16,200,2025-04-05,O,247.85,53535.6
310,3,SKU-0002,Material PGS 5 EF,139,149,0,2025-04-20,C,29.39,4085.21
311,0,SKU-0020,Material NSE 2 EM,85,53,32,2023-07-28,O,92.03,7822.55
311,1,SKU-0028,Material SAE 1 EF,166,105,61,2023-06-29,O,59.24,9833.84
312,0,SKU-0006,Material Isaac 7 EF,108,62,46,2024-02-17,O,257.94,27857.52
312,1,SKU-0023,Material COC 3 EM,17,11,6,2024-02-18,O,180.44,3067.48
312,2,SKU-0041,Material NSE 8 EF,291,255,36,2024-01-26,O,120.56,35082.96
313,0,SKU-0005,Material SAE 6 EF,298,95,203,2023-10-15,O,92.89,27681.22
313,1,SKU-0059,Material COC 4 EF,93,67,26,2023-11-28,O,239.67,22289.31
313,2,SKU-0018,Material COC 1 EF,35,6,29,2023-11-06,O,278.62,9751.7
314,0,SKU-0019,Material SAE 4 EF,78,63,15,2024-07-22,O,217.37,16954.86
314,1,SKU-0020,Material SAE 2 EM,126,124,2,2024-07-02,O,186.08,23446.08
315,0,SKU-0019,Material Isaac 5 EF,278,255,23,2025-12-31,O,200.19,55652.82
315,1,SKU-0049,Material PGS 3 EM,251,33,218,2025-12-03,O,198.16,49738.16
315,2,SKU-0051,Material NSE 4 EF,150,123,27,2025-11-26,O,240.39,36058.5
315,3,SKU-0058,Material Isaac 1 EF,161,2,159,2025-12-13,O,146.19,23536.59
316,0,SKU-0011,Material NSE 1 EM,236,74,162,2023-11-08,O,191.81,45267.16
317,0,SKU-0033,Material COC 7 EF,43,16,27,2022-12-29,O,53.91,2318.13
317,1,SKU-0004,Material COC 5 EF,192,154,38,2023-01-20,O,291.49,55966.08
318,0,SKU-0037,Material NSE 2 EF,46,88,0,2024-06-12,C,151.48,6968.08
318,1,SKU-0017,Material SAE 7 EF,195,135,60,2024-07-06,O,93.09,18152.55
318,2,SKU-0015,Material SAE 4 EF,189,166,23,2024-05-29,O,298.29,56376.81
318,3,SKU-0050,Material Isaac 7 EF,145,119,26,2024-07-03,O,27.51,3988.95
318,4,SKU-0040,Material SAE 4 EF,120,93,27,2024-06-04,O,185.46,22255.2
319,0,SKU-0055,Material SAE 1 EM,240,200,40,2023-02-28,O,276.59,66381.6
319,1,SKU-0008,Material COC 9 EF,20,6,14,2023-03-03,O,223.91,4478.2
319,2,SKU-0026,Material SAE 2 EM,93,12,81,2023-03-09,O,39.98,3718.14
320,0,SKU-0017,Material PGS 9 EF,58,32,26,2022-07-19,O,109.41,6345.78
320,1,SKU-0004,Material PGS 1 EF,268,237,31,2022-08-23,O,292.04,78266.72
321,0,SKU-0047,Material Isaac 2 EM,24,19,5,2024-02-13,O,285.16,6843.84
321,1,SKU-0029,Material PGS 3 EF,215,98,117,2024-03-03,O,80.85,17382.75
321,2,SKU-0029,Material COC 1 EF,140,51,89,2024-01-29,O,139.68,19555.2
322,0,SKU-0040,Material COC 8 EF,278,251,27,2022-11-21,O,154.75,43020.5
322,1,SKU-0042,Material COC 1 EM,274,168,106,2022-11-29,O,216.1,59211.4
322,2,SKU-0007,Material NSE 5 EF,232,49,183,2022-12-13,O,178.4,41388.8
322,3,SKU-0035,Material COC 9 EF,195,27,168,2023-01-01,O,245.82,47934.9
323,0,SKU-0011,Material PGS 3 EF,241,227,14,2025-05-17,O,63.01,15185.41
323,1,SKU-0047,Material NSE 6 EF,19,11,8,2025-04-17,O,108.39,2059.41
323,2,SKU-0035,Material PGS 2 EF,94,36,58,2025-05-09,O,258.63,24311.22
324,0,SKU-0042,Material PGS 1 EM,179,49,130,2023-08-05,O,39.79,7122.41
324,1,SKU-0053,Material PGS 6 EF,126,85,41,2023-08-05,O,199.52,25139.52
324,2,SKU-0055,Material PGS 7 EF,206,157,49,2023-08-19,O,229.84,47347.04
325,0,SKU-0011,Material PGS 9 EF,35,1,34,2025-04-15,O,240.05,8401.75
325,1,SKU-0057,Material NSE 2 EM,227,156,71,2025-06-02,O,177.65,40326.55
325,2,SKU-0009,Material SAE 4 EF,247,1,246,2025-05-06,O,53.77,13281.19
326,0,SKU-0045,Material Isaac 6 EF,37,26,11,2022-06-30,O,46.76,1730.12
326,1,SKU-0014,Material COC 3 EM,120,106,14,2022-07-12,O,296.16,35539.2
326,2,SKU-0056,Material PGS 5 EF,294,294,0,2022-07-31,C,66.97,19689.18
326,3,SKU-0044,Material NSE 8 EF,207,45,162,2022-07-13,O,275.03,56931.21
326,4,SKU-0011,Material SAE 4 EF,172,19,153,2022-08-04,O,266.9,45906.8
327,0,SKU-0039,Material COC 3 EM,261,13,248,2024-01-31,O,111.05,28984.05
327,1,SKU-0039,Material SAE 2 EF,59,41,18,2024-01-22,O,90.31,5328.29
327,2,SKU-0037,Material PGS 3 EF,299,138,161,2024-01-23,O,291.34,87110.66
327,3,SKU-0037,Material COC 8 EF,144,141,3,2024-01-20,O,21.78,3136.32
327,4,SKU-0060,Material COC 2 EM,238,19,219,2024-01-25,O,146.13,34778.94
328,0,SKU-0008,Material NSE 3 EF,280,227,53,2025-07-21,O,109.74,30727.2
328,1,SKU-0013,Material Isaac 2 EM,188,30,158,2025-09-06,O,28.55,5367.4
328,2,SKU-0038,Material Isaac 5 EF,282,66,216,2025-07-19,O,153.52,43292.64
328,3,SKU-0059,Material Isaac 1 EM,152,95,57,2025-08-13,O,140.3,21325.6
329,0,SKU-0006,Material SAE 1 EF,216,175,41,2023-03-31,O,242.94,52475.04
329,1,SKU-0012,Material PGS 2 EM,148,0,148,2023-04-25,O,42.73,6324.04
329,2,SKU-0024,Material PGS 2 EM,200,96,104,2023-04-20,O,105.15,21030.0
329,3,SKU-0038,Material PGS 8 EF,212,117,95,2023-03-19,O,223.03,47282.36
330,0,SKU-0021,Material NSE 1 EF,52,21,31,2024-04-07,O,141.3,7347.6
330,1,SKU-0058,Material PGS 3 EM,87,6,81,2024-05-16,O,239.36,20824.32
330,2,SKU-0056,Material PGS 2 EF,105,89,16,2024-05-08,O,198.21,20812.05
331,0,SKU-0051,Material Isaac 6 EF,181,118,63,2025-02-18,O,254.18,46006.58
331,1,SKU-0039,Material Isaac 8 EF,114,111,3,2025-02-22,O,66.18,7544.52
331,2,SKU-0004,Material NSE 2 EM,280,213,67,2025-02-13,O,182.06,50976.8
331,3,SKU-0054,Material Isaac 7 EF,203,14,189,2025-03-06,O,51.23,10399.69
332,0,SKU-0056,Material PGS 1 EF,72,6,66,2022-08-14,O,141.37,10178.64
332,1,SKU-0043,Material NSE 2 EM,179,68,111,2022-08-07,O,53.49,9574.71
332,2,SKU-0039,Material NSE 5 EF,250,110,140,2022-09-12,O,76.76,19190.0
332,3,SKU-0004,Material NSE 8 EF,221,145,76,2022-09-08,O,128.43,28383.03
333,0,SKU-0056,Material NSE 4 EF,225,220,5,2025-05-24,O,61.88,13923.0
333,1,SKU-0046,Material PGS 8 EF,19,15,4,2025-06-18,O,164.78,3130.82
333,2,SKU-0014,Material PGS 6 EF,298,258,40,2025-05-24,O,91.67,27317.66
