DocEntry,DocNum,CardCode,BaseEntry,DocDate,DocTotal,VatSum,Cancelled,CreateDate
399,399,C00147,1360,2024-04-24,18526.9,2433.17,N,2024-04-24
400,400,C00217,694,2022-07-25,18850.97,4673.84,N,2022-07-25
401,401,C00217,1572,2025-02-28,28358.12,3493.14,N,2025-02-28
402,402,C00012,454,2025-03-09,3928.84,2741.21,N,2025-03-09
403,403,C00143,1507,2025-05-20,31212.28,133.4,N,2025-05-20
404,404,C00226,314,2024-08-04,21883.46,3983.71,N,2024-08-04
405,405,C00220,562,2025-05-15,31892.3,945.35,N,2025-05-15
406,406,C00012,1465,2022-10-29,24733.47,2996.98,N,2022-10-29
407,407,C00238,1647,2022-06-25,39027.82,4674.98,N,2022-06-25
408,408,C00073,1054,2025-03-31,10612.49,3532.43,N,2025-03-31
409,409,C00194,540,2023-08-13,36184.21,2059.18,N,2023-08-13
410,410,C00167,22,2023-08-07,26094.36,2587.84,N,2023-08-07
411,411,C00123,10,2024-04-09,44331.1,3516.27,N,2024-04-09
412,412,C00114,1336,2025-04-15,24067.47,4392.14,N,2025-04-15
413,413,C00068,625,2024-03-14,40126.2,3502.73,N,2024-03-14
414,414,C00076,1554,2022-09-05,12967.82,558.95,N,2022-09-05
415,415,C00030,1534,2022-03-11,11179.3,4901.23,N,2022-03-11
416,416,C00077,527,2023-06-14,4458.76,3586.15,N,2023-06-14
417,417,C00124,964,2026-01-10,48401.52,2120.74,N,2026-01-10
418,418,C00143,1185,2024-07-06,43143.99,1229.12,N,2024-07-06
419,419,C00183,220,2025-10-20,14456.6,2721.43,N,2025-10-20
420,420,C00231,1758,2024-04-22,19168.99,3053.6,N,2024-04-22
421,421,C00135,154,2022-07-12,10381.14,1443.2,N,2022-07-12
422,422,C00188,258,2026-01-14,25915.48,2015.64,N,2026-01-14
423,423,C00064,1260,2024-05-10,18535.94,1480.44,N,2024-05-10
424,424,C00156,1640,2024-07-13,4185.25,3721.36,N,2024-07-13
425,425,C00136,1144,2025-04-05,45426.12,4504.98,N,2025-04-05
426,426,C00136,1678,2024-07-30,47925.1,2838.14,N,2024-07-30
427,427,C00059,485,2024-07-20,46559.95,2047.01,N,2024-07-20
428,428,C00079,902,2023-08-26,8899.65,2257.0,N,2023-08-26
429,429,C00102,111,2024-02-12,17372.12,2900.61,N,2024-02-12
430,430,C00229,888,2022-04-24,37574.63,281.13,N,2022-04-24
431,431,C00214,501,2023-05-09,8373.44,407.74,N,2023-05-09
432,432,C00164,1538,2024-05-19,41872.05,4343.75,N,2024-05-19
433,433,C00217,87,2025-03-16,20806.39,3731.0,N,2025-03-16
434,434,C00190,799,2023-08-28,40883.7,4893.27,N,2023-08-28
435,435,C00084,175,2023-07-24,16670.33,1063.42,N,2023-07-24
436,436,C00234,439,2024-05-18,40960.88,4887.34,N,2024-05-18
437,437,C00030,80,2023-07-19,15669.89,2870.2,N,2023-07-19
438,438,C00053,102,2023-02-02,49125.43,987.81,N,2023-02-02
439,439,C00267,1470,2024-07-30,2979.06,3989.98,N,2024-07-30
440,440,C00205,997,2024-03-04,27367.28,2896.27,N,2024-03-04
441,441,C00261,1400,2025-03-14,27890.23,3746.17,N,2025-03-14
443,443,C00178,1219,2022-12-05,6733.06,4640.02,N,2022-12-05
444,444,C00132,1551,2026-01-12,1249.87,2893.38,N,2026-01-12
445,445,C00138,447,2022-09-22,20765.1,3351.27,N,2022-09-22
446,446,C00204,409,2025-05-20,18353.91,2986.2,N,2025-05-20
447,447,C00072,1791,2023-12-24,45152.78,2023.79,N,2023-12-24
448,448,C00133,1371,2023-04-26,12634.14,3204.43,N,2023-04-26
449,449,C00209,252,2024-04-22,15382.2,2978.09,N,2024-04-22
450,450,C00114,1792,2024-10-16,31973.67,816.07,N,2024-10-16
451,451,C00149,375,2024-08-19,40769.87,3103.97,N,2024-08-19
452,452,C00206,1461,2023-01-17,14252.63,1240.16,N,2023-01-17
453,453,C00182,477,2023-11-22,6338.65,497.88,N,2023-11-22
454,454,C00133,1665,2022-10-17,36090.41,1389.84,N,2022-10-17
455,455,C00206,881,2022-03-12,21335.99,1782.54,N,2022-03-12
456,456,C00036,1048,2025-07-22,14457.11,986.02,N,2025-07-22
457,457,C00203,262,2024-10-05,12897.99,581.65,N,2024-10-05
458,458,C00147,1730,2024-04-15,29609.93,3086.61,N,2024-04-15
459,459,C00150,1705,2023-01-05,8552.2,2088.45,N,2023-01-05
460,460,C00007,1292,2025-06-12,34514.21,602.83,N,2025-06-12
461,461,C00244,1252,2026-01-18,3184.43,3628.96,N,2026-01-18
462,462,C00242,894,2023-01-19,49744.51,4962.26,N,2023-01-19
463,463,C00082,1189,2022-04-07,33713.74,4046.74,N,2022-04-07
464,464,C00226,145,2024-12-09,48938.39,4744.02,N,2024-12-09
465,465,C00233,1009,2023-06-28,2687.43,2817.81,N,2023-06-28
466,466,C00192,718,2023-05-24,25410.12,2441.34,N,2023-05-24
467,467,C00178,1467,2023-03-06,28776.48,4393.57,N,2023-03-06
468,468,C00161,1200,2026-02-12,33425.26,4301.61,N,2026-02-12
469,469,C00174,1727,2025-11-24,44201.95,1945.27,N,2025-11-24
470,470,C00178,1658,2023-12-19,30861.13,261.48,N,2023-12-19
471,471,C00186,638,2024-10-20,30990.67,3634.14,N,2024-10-20
472,472,C00107,285,2024-06-23,39365.21,345.28,N,2024-06-23
473,473,C00154,532,2024-08-28,27774.03,787.25,N,2024-08-28
474,474,C00044,475,2023-02-20,22962.88,1242.63,N,2023-02-20
475,475,C00187,742,2025-06-14,40169.91,2823.42,N,2025-06-14
476,476,C00108,341,2023-10-23,28055.71,3128.73,N,2023-10-23
477,477,C00116,215,2023-01-30,14751.29,1864.16,N,2023-01-30
478,478,C00047,680,2025-10-15,43200.76,4047.3,N,2025-10-15
479,479,C00105,873,2025-12-15,16246.05,2930.95,N,2025-12-15
480,480,C00119,109,2022-07-19,33460.72,2661.44,N,2022-07-19
481,481,C00165,310,2025-04-11,22291.75,2982.13,N,2025-04-11
482,482,C00051,470,2022-11-28,15673.42,4506.72,N,2022-11-28
483,483,C00111,369,2025-03-28,48561.74,2224.54,N,2025-03-28
484,484,C00023,651,2022-05-09,25579.09,1641.3,N,2022-05-09
485,485,C00093,1069,2025-04-24,11404.53,2087.43,N,2025-04-24
486,486,C00216,662,2023-06-13,29366.54,2411.89,Y,2023-06-13
487,487,C00036,851,2022-09-17,29138.97,3481.51,N,2022-09-17
488,488,C00046,1141,2024-07-18,37292.34,4659.16,Y,2024-07-18
489,489,C00200,1036,2024-10-18,27276.02,3912.57,N,2024-10-18
490,490,C00232,1574,2022-11-01,47097.9,4978.93,N,2022-11-01
491,491,C00199,292,2023-03-26,21736.23,2452.85,N,2023-03-26
492,492,C00229,1065,2024-04-14,35257.1,2014.02,N,2024-04-14
493,493,C00006,188,2025-09-17,44646.15,4972.78,N,2025-09-17
494,494,C00121,1498,2023-01-15,20203.57,1285.99,N,2023-01-15
495,495,C00055,1653,2024-12-31,49425.26,3447.21,N,2024-12-31
496,496,C00152,763,2023-12-31,21330.03,3586.04,N,2023-12-31
497,497,C00018,157,2023-01-01,40365.06,4079.48,N,2023-01-01
498,498,C00144,496,2023-07-08,28932.54,1065.59,N,2023-07-08
499,499,C00212,1355,2025-12-12,40083.53,1941.71,N,2025-12-12
500,500,C00260,120,2025-08-02,9112.64,3164.5,N,2025-08-02
501,501,C00168,1469,2022-07-05,34684.86,4356.98,N,2022-07-05
502,502,C00237,1418,2022-04-09,2740.82,296.47,N,2022-04-09
503,503,C00053,1599,2025-06-08,16157.07,434.58,N,2025-06-08
504,504,C00020,974,2024-09-24,14473.97,1520.7,N,2024-09-24
505,505,C00011,1766,2022-08-24,49315.42,182.85,N,2022-08-24
506,506,C00079,1172,2025-10-23,6830.91,693.49,N,2025-10-23
507,507,C00128,36,2023-10-25,7940.37,1552.26,N,2023-10-25
508,508,C00032,1206,2024-10-31,44643.15,2115.21,N,2024-10-31
509,509,C00142,1617,2022-06-19,16279.1,2714.59,N,2022-06-19
510,510,C00175,1092,2022-05-19,46471.37,193.75,N,2022-05-19
511,511,C00205,627,2023-08-04,9050.23,2537.99,N,2023-08-04
512,512,C00155,1749,2023-11-12,45160.77,4648.86,N,2023-11-12
513,513,C00119,987,2025-11-02,41368.9,767.65,N,2025-11-02
514,514,C00073,1105,2024-07-20,26853.47,4664.48,N,2024-07-20
515,515,C00097,900,2024-10-28,49114.48,2336.42,N,2024-10-28
516,516,C00201,1593,2023-02-01,41237.71,4035.06,N,2023-02-01
517,517,C00038,484,2025-07-08,25513.27,4202.91,N,2025-07-08
518,518,C00032,467,2022-12-19,30193.88,4537.41,N,2022-12-19
519,519,C00142,935,2025-11-22,2662.04,481.44,N,2025-11-22
520,520,C00095,476,2024-03-29,26093.58,2637.8,N,2024-03-29
521,521,C00254,1232,2023-02-12,25575.39,4381.19,N,2023-02-12
522,522,C00030,1318,2024-12-10,38494.15,333.59,N,2024-12-10
523,523,C00044,710,2025-07-12,9736.04,2362.81,N,2025-07-12
524,524,C00191,1061,2022-10-27,45325.56,3237.61,N,2022-10-27
525,525,C00260,405,2024-12-23,25961.74,1732.85,N,2024-12-23
526,526,C00191,67,2024-11-09,17823.68,2241.68,N,2024-11-09
527,527,C00156,289,2023-10-12,11863.76,2712.39,N,2023-10-12
528,528,C00217,114,2023-07-24,7349.66,2353.83,N,2023-07-24
529,529,C00192,1334,2025-10-02,19870.18,2402.33,N,2025-10-02
530,530,C00039,683,2023-11-30,43634.13,909.85,N,2023-11-30
531,531,C00242,1397,2024-08-09,19248.22,787.21,N,2024-08-09
532,532,C00073,268,2022-04-11,26753.4,3921.76,N,2022-04-11
533,533,C00144,137,2022-05-03,23267.09,2514.13,N,2022-05-03
535,535,C00206,1168,2026-01-03,8283.41,316.95,N,2026-01-03
536,536,C00003,211,2025-08-16,29880.34,3677.29,N,2025-08-16
537,537,C00176,1471,2024-10-15,2173.59,1960.82,N,2024-10-15
538,538,C00234,1650,2024-09-28,25122.01,3589.62,N,2024-09-28
539,539,C00010,898,2024-02-21,28340.43,3989.97,N,2024-02-21
540,540,C00125,1145,2022-10-08,8699.98,3180.23,N,2022-10-08
541,541,C00209,196,2023-11-13,40861.75,4372.78,Y,2023-11-13
542,542,C00241,524,2024-03-20,40594.19,3372.26,N,2024-03-20
544,544,C00085,1660,2022-04-06,20247.6,2674.79,N,2022-04-06
545,545,C00159,1367,2022-08-23,1462.59,626.72,N,2022-08-23
546,546,C00240,1763,2023-06-20,16658.53,1289.14,N,2023-06-20
547,547,C00220,459,2024-03-23,43747.76,1321.5,N,2024-03-23
548,548,C00008,1666,2022-05-28,31007.55,2208.04,N,2022-05-28
549,549,C00247,1706,2023-02-17,34270.09,440.95,N,2023-02-17
550,550,C00025,433,2023-05-04,27476.56,2261.78,N,2023-05-04
551,551,C00148,1370,2022-02-12,20024.15,2254.8,N,2022-02-12
552,552,C00184,298,2024-01-09,46782.52,4999.47,N,2024-01-09
553,553,C00015,466,2024-03-03,14519.49,1635.72,N,2024-03-03
554,554,C00234,698,2024-08-06,46089.88,4735.44,N,2024-08-06
555,555,C00043,296,2023-11-18,7408.0,4574.82,N,2023-11-18
556,556,C00042,604,2025-10-06,13824.35,1223.02,N,2025-10-06
557,557,C00236,429,2023-09-10,20186.01,2002.66,N,2023-09-10
559,559,C00015,245,2023-12-23,31470.15,279.21,N,2023-12-23
560,560,C00220,98,2024-08-03,43119.23,1672.22,N,2024-08-03
561,561,C00106,1214,2024-07-21,22813.48,236.52,N,2024-07-21
562,562,C00151,217,2023-10-25,20885.87,4956.55,N,2023-10-25
563,563,C00066,1777,2023-02-09,11981.44,2728.84,N,2023-02-09
564,564,C00058,854,2022-04-12,4509.3,1581.97,N,2022-04-12
565,565,C00105,1338,2024-03-01,15831.56,1205.11,N,2024-03-01
566,566,C00165,1444,2025-12-29,36119.51,1672.47,N,2025-12-29
567,567,C00237,716,2023-01-03,47261.64,113.46,N,2023-01-03
568,568,C00022,231,2022-04-22,17310.59,4169.93,N,2022-04-22
569,569,C00061,1369,2022-03-22,45511.39,4005.76,N,2022-03-22
570,570,C00104,1552,2024-03-26,26285.08,3936.44,N,2024-03-26
571,571,C00152,1201,2022-05-07,35552.69,4542.68,N,2022-05-07
572,572,C00213,155,2022-11-13,27424.4,870.2,N,2022-11-13
573,573,C00155,887,2024-01-29,31982.7,4456.23,N,2024-01-29
574,574,C00117,595,2024-10-21,43767.99,4714.81,N,2024-10-21
575,575,C00176,92,2023-04-02,8681.01,3000.93,N,2023-04-02
576,576,C00255,578,2025-08-02,4658.71,4770.42,N,2025-08-02
577,577,C00126,57,2022-11-23,19121.85,3640.22,N,2022-11-23
578,578,C00133,492,2025-12-10,37732.33,310.04,N,2025-12-10
579,579,C00227,1312,2023-11-07,19826.34,3007.32,N,2023-11-07
581,581,C00132,286,2022-09-11,28862.59,398.66,N,2022-09-11
582,582,C00003,255,2025-06-30,41408.54,4916.74,N,2025-06-30
583,583,C00023,243,2022-08-18,42637.68,3447.69,N,2022-08-18
584,584,C00030,1143,2023-01-01,41531.45,975.17,N,2023-01-01
585,585,C00199,45,2022-12-21,17735.91,3707.71,N,2022-12-21
586,586,C00259,939,2023-07-21,35531.29,3298.07,N,2023-07-21
588,588,C00052,600,2025-05-28,11960.89,4995.78,N,2025-05-28
589,589,C00145,528,2022-07-26,34012.43,97.59,N,2022-07-26
590,590,C00029,1576,2024-10-25,24187.13,4242.47,N,2024-10-25
591,591,C00143,176,2025-12-17,30775.18,909.35,N,2025-12-17
592,592,C00162,1458,2025-05-01,20930.6,3298.52,N,2025-05-01
593,593,C00161,657,2023-04-13,31954.66,2911.9,N,2023-04-13
594,594,C00231,1513,2024-02-29,18477.15,1290.98,N,2024-02-29
595,595,C00243,323,2025-06-02,26926.08,1093.35,N,2025-06-02
596,596,C00193,1361,2023-11-22,40098.2,1483.81,N,2023-11-22
597,597,C00190,246,2023-06-11,18939.65,4567.61,N,2023-06-11
598,598,C00043,373,2023-03-23,42945.94,150.59,Y,2023-03-23
599,599,C00257,1761,2024-10-06,39446.7,3515.86,N,2024-10-06
600,600,C00153,808,2023-12-23,28682.93,2419.31,N,2023-12-23
601,601,C00012,322,2022-12-23,10966.19,1868.29,N,2022-12-23
602,602,C00056,548,2022-09-02,22535.71,2032.24,N,2022-09-02
603,603,C00004,1306,2023-09-06,6450.36,579.57,N,2023-09-06
604,604,C00223,141,2024-04-28,40111.17,4057.44,N,2024-04-28
605,605,C00037,1186,2023-01-18,41101.69,1051.56,N,2023-01-18
606,606,C00146,681,2025-07-16,6609.44,973.51,N,2025-07-16
607,607,C00263,46,2025-09-05,9473.64,77.17,N,2025-09-05
608,608,C00083,1635,2024-06-06,21586.68,864.2,N,2024-06-06
609,609,C00028,1514,2023-11-30,958.52,3458.33,N,2023-11-30
610,610,C00236,903,2025-05-04,16498.53,2141.86,N,2025-05-04
611,611,C00101,632,2025-10-30,29746.65,3957.23,N,2025-10-30
612,612,C00092,174,2024-07-08,29528.64,213.26,N,2024-07-08
613,613,C00096,734,2023-11-07,39799.49,4992.08,N,2023-11-07
614,614,C00101,40,2023-06-22,24294.55,256.62,N,2023-06-22
615,615,C00154,792,2023-12-25,27375.54,2790.36,N,2023-12-25
616,616,C00196,1264,2025-03-27,833.19,1006.97,N,2025-03-27
617,617,C00244,712,2024-05-21,4703.51,2371.35,N,2024-05-21
618,618,C00013,830,2025-10-14,14704.11,110.15,N,2025-10-14
622,622,C00083,1670,2025-01-19,5094.66,290.47,N,2025-01-19
623,623,C00206,546,2025-11-06,20777.69,4304.96,N,2025-11-06
624,624,C00148,480,2024-08-21,11576.56,2275.47,N,2024-08-21
625,625,C00008,169,2024-12-30,46724.58,1763.32,N,2024-12-30
626,626,C00069,1478,2023-12-14,21871.8,2554.81,N,2023-12-14
627,627,C00220,482,2024-10-18,47841.52,1308.6,N,2024-10-18
628,628,C00185,1644,2023-09-18,42941.57,1443.98,N,2023-09-18
629,629,C00187,1391,2025-03-26,31291.34,2932.88,N,2025-03-26
630,630,C00037,206,2025-05-21,21631.32,3946.65,N,2025-05-21
631,631,C00149,1396,2025-01-10,17176.62,3322.06,N,2025-01-10
632,632,C00034,1350,2024-07-14,7431.03,700.38,N,2024-07-14
633,633,C00187,1421,2023-03-12,12189.78,1719.31,N,2023-03-12
634,634,C00179,1724,2025-12-14,29871.35,2991.91,N,2025-12-14
635,635,C00022,339,2022-03-26,49335.67,2119.36,N,2022-03-26
637,637,C00148,451,2026-02-21,34326.59,2426.74,N,2026-02-21
638,638,C00111,790,2024-10-05,45077.23,732.51,N,2024-10-05
639,639,C00032,864,2023-12-24,38512.55,4014.8,N,2023-12-24
640,640,C00073,1229,2023-08-05,27177.18,972.29,N,2023-08-05
641,641,C00184,601,2022-12-30,4422.22,3391.42,N,2022-12-30
642,642,C00220,1031,2025-02-21,43858.84,3075.03,N,2025-02-21
643,643,C00066,367,2024-02-29,12399.77,2202.19,N,2024-02-29
644,644,C00255,922,2023-12-22,43142.1,1027.85,N,2023-12-22
645,645,C00038,1627,2024-01-17,29388.67,3493.61,N,2024-01-17
646,646,C00109,1780,2024-02-07,15805.96,2177.41,N,2024-02-07
647,647,C00246,955,2024-10-26,14605.64,4417.21,N,2024-10-26
648,648,C00175,1483,2025-09-27,33126.92,4900.34,N,2025-09-27
649,649,C00004,504,2025-03-29,33145.87,4451.76,N,2025-03-29
650,650,C00241,207,2024-07-15,8844.3,3868.03,N,2024-07-15
651,651,C00181,905,2025-04-29,12962.9,2278.83,N,2025-04-29
652,652,C00089,685,2025-04-15,11706.56,4738.99,N,2025-04-15
653,653,C00206,1122,2024-03-11,5392.73,4761.23,N,2024-03-11
654,654,C00264,953,2022-07-15,21767.31,1540.96,N,2022-07-15
655,655,C00146,950,2024-06-16,24983.01,3252.53,N,2024-06-16
656,656,C00139,1545,2024-01-04,29760.36,3595.62,N,2024-01-04
657,657,C00018,1541,2023-11-03,1208.73,1061.36,N,2023-11-03
658,658,C00115,1025,2022-11-23,19349.99,1551.57,N,2022-11-23
659,659,C00209,297,2023-12-19,29357.68,3171.38,N,2023-12-19
660,660,C00144,1687,2024-10-17,42610.32,428.24,N,2024-10-17
661,661,C00091,23,2024-07-12,16146.45,3226.68,N,2024-07-12
662,662,C00232,1136,2023-02-08,20520.79,1864.56,N,2023-02-08
663,663,C00107,1288,2024-09-01,25149.42,193.2,N,2024-09-01
664,664,C00043,621,2023-05-16,20838.69,893.57,N,2023-05-16
665,665,C00159,1630,2024-06-11,45605.4,3158.34,N,2024-06-11
666,666,C00180,28,2024-05-18,47551.02,1683.74,N,2024-05-18
667,667,C00225,363,2025-03-27,21511.72,2085.97,N,2025-03-27
668,668,C00184,765,2024-09-24,41555.61,2954.53,N,2024-09-24
669,669,C00203,1167,2023-09-23,13437.21,444.13,N,2023-09-23
670,670,C00136,21,2024-01-14,4309.98,955.01,N,2024-01-14
671,671,C00155,927,2022-02-08,39870.33,4432.76,N,2022-02-08
672,672,C00134,583,2024-02-19,16335.37,1241.42,N,2024-02-19
673,673,C00018,821,2023-01-27,28348.81,296.75,N,2023-01-27
674,674,C00178,1425,2025-06-25,22025.91,467.67,N,2025-06-25
675,675,C00263,1699,2023-02-02,40280.66,4328.36,N,2023-02-02
676,676,C00099,788,2022-08-10,23159.71,1310.4,N,2022-08-10
677,677,C00013,1380,2024-02-22,12231.01,555.93,N,2024-02-22
678,678,C00140,1249,2022-04-06,36494.63,4251.53,N,2022-04-06
679,679,C00045,320,2022-07-13,35800.1,436.21,N,2022-07-13
680,680,C00234,1493,2024-04-17,10682.65,3807.15,N,2024-04-17
681,681,C00239,1077,2022-05-28,49011.86,4525.6,N,2022-05-28
682,682,C00035,1583,2025-05-29,32508.51,801.48,N,2025-05-29
683,683,C00153,1302,2025-05-02,817.93,4013.83,N,2025-05-02
684,684,C00231,344,2023-05-01,45667.49,454.07,N,2023-05-01
685,685,C00115,1414,2022-01-27,18265.01,2929.54,N,2022-01-27
686,686,C00258,1063,2023-02-01,44695.22,3407.21,N,2023-02-01
687,687,C00102,1313,2024-03-05,29732.55,449.87,N,2024-03-05
688,688,C00126,224,2022-03-15,2589.45,2768.14,N,2022-03-15
689,689,C00129,686,2025-02-22,3619.16,4217.61,N,2025-02-22
690,690,C00052,418,2025-12-07,1120.94,3538.26,N,2025-12-07
691,691,C00154,356,2025-10-25,36547.31,2176.75,N,2025-10-25
692,692,C00235,1690,2024-12-05,49583.3,1724.27,N,2024-12-05
693,693,C00100,1114,2025-12-06,20439.15,1945.89,N,2025-12-06
694,694,C00124,1488,2024-01-04,2062.13,4658.02,N,2024-01-04
695,695,C00076,321,2024-01-31,8563.15,3278.59,N,2024-01-31
696,696,C00241,1304,2025-04-27,15499.27,2137.12,N,2025-04-27
698,698,C00039,287,2023-10-02,44570.75,2277.13,N,2023-10-02
699,699,C00012,635,2022-08-17,38810.18,3369.27,N,2022-08-17
700,700,C00218,1427,2024-02-08,44436.04,2541.46,N,2024-02-08
701,701,C00044,1447,2022-10-11,44523.76,1556.45,N,2022-10-11
702,702,C00084,1602,2022-04-17,20568.33,3986.54,N,2022-04-17
703,703,C00233,1769,2022-07-22,29776.78,4441.3,N,2022-07-22
704,704,C00205,793,2023-12-13,26555.84,4522.67,N,2023-12-13
705,705,C00025,884,2023-08-22,18059.12,2233.24,N,2023-08-22
706,706,C00070,1753,2025-06-10,30445.69,3703.25,N,2025-06-10
707,707,C00066,1382,2025-12-14,1085.1,252.39,N,2025-12-14
708,708,C00003,2,2025-04-22,7497.71,1383.46,N,2025-04-22
709,709,C00193,240,2024-02-24,49303.76,4081.8,N,2024-02-24
710,710,C00038,1001,2024-07-05,46666.77,4341.88,N,2024-07-05
711,711,C00217,607,2023-08-06,4547.63,2817.19,N,2023-08-06
712,712,C00127,200,2024-04-11,49352.25,4626.65,N,2024-04-11
713,713,C00208,281,2023-12-13,23824.77,4426.58,N,2023-12-13
714,714,C00148,1796,2022-08-03,42537.2,3978.81,N,2022-08-03
715,715,C00018,14,2024-12-15,42891.18,84.71,N,2024-12-15
716,716,C00136,1321,2024-11-16,47859.34,3264.18,N,2024-11-16
717,717,C00230,52,2025-03-30,7778.97,3233.91,N,2025-03-30
718,718,C00039,1732,2022-07-20,34932.03,1906.16,N,2022-07-20
719,719,C00082,181,2024-05-15,27272.35,343.35,N,2024-05-15
720,720,C00123,1162,2022-07-06,22457.95,2110.06,N,2022-07-06
721,721,C00070,1286,2023-06-30,7151.5,588.87,N,2023-06-30
722,722,C00217,725,2023-04-08,30856.2,2580.71,N,2023-04-08
723,723,C00134,1236,2022-09-23,32614.31,188.36,N,2022-09-23
724,724,C00086,1173,2023-03-16,31014.03,3709.55,N,2023-03-16
725,725,C00085,840,2024-12-25,40806.52,2526.19,N,2024-12-25
726,726,C00200,1456,2023-06-24,26098.48,2836.5,N,2023-06-24
727,727,C00205,1363,2025-01-15,22012.91,1818.06,N,2025-01-15
728,728,C00214,421,2022-10-19,28332.41,1834.46,N,2022-10-19
729,729,C00003,299,2023-12-08,14525.59,2778.07,N,2023-12-08
730,730,C00262,329,2023-03-10,22746.72,171.83,N,2023-03-10
731,731,C00122,404,2022-07-15,45995.76,87.56,N,2022-07-15
732,732,C00261,1752,2026-02-19,19070.62,4123.03,N,2026-02-19
733,733,C00140,460,2022-11-11,25173.55,3040.76,N,2022-11-11
734,734,C00242,1261,2025-03-29,38737.43,2485.9,N,2025-03-29
735,735,C00038,1740,2024-01-27,47586.96,3854.7,N,2024-01-27
736,736,C00187,642,2025-02-03,13834.95,591.72,N,2025-02-03
737,737,C00004,1491,2024-06-18,32661.97,2128.75,N,2024-06-18
738,738,C00102,906,2025-03-26,42706.95,3032.11,N,2025-03-26
739,739,C00029,1466,2022-03-30,25145.88,1615.26,N,2022-03-30
740,740,C00167,1475,2025-09-14,26812.39,2465.83,N,2025-09-14
741,741,C00109,1784,2025-01-20,42606.08,3931.75,N,2025-01-20
742,742,C00212,413,2025-03-29,48714.05,912.42,N,2025-03-29
743,743,C00205,462,2024-04-07,17877.03,1578.31,N,2024-04-07
744,744,C00020,618,2025-06-04,46986.49,4842.55,N,2025-06-04
745,745,C00218,1223,2025-05-08,8124.8,1171.29,N,2025-05-08
746,746,C00237,1559,2022-06-02,19318.43,1813.02,N,2022-06-02
747,747,C00058,60,2023-09-13,2790.32,306.33,N,2023-09-13
748,748,C00093,1005,2023-04-17,35535.3,2930.08,N,2023-04-17
749,749,C00242,806,2024-06-15,43104.7,3165.68,N,2024-06-15
750,750,C00159,315,2025-11-23,16377.84,3374.72,N,2025-11-23
751,751,C00136,831,2025-02-04,31874.48,2220.67,N,2025-02-04
752,752,C00179,661,2022-09-20,7336.11,3996.31,N,2022-09-20
753,753,C00256,1218,2024-04-30,23673.72,4599.57,N,2024-04-30
754,754,C00243,1377,2024-01-26,2916.96,217.49,N,2024-01-26
755,755,C00045,995,2025-06-12,8922.83,1078.58,N,2025-06-12
756,756,C00045,426,2022-09-21,12336.53,732.75,N,2022-09-21
757,757,C00003,442,2024-05-15,49363.92,4886.9,N,2024-05-15
758,758,C00046,1441,2022-04-10,28267.75,2372.76,N,2022-04-10
759,759,C00246,330,2024-04-29,45786.29,1269.21,N,2024-04-29
760,760,C00042,1300,2022-02-04,9479.88,3467.47,N,2022-02-04
761,761,C00052,443,2024-05-12,46455.79,349.65,N,2024-05-12
762,762,C00081,915,2023-07-18,31423.3,4381.29,N,2023-07-18
763,763,C00127,403,2022-09-27,14601.21,4221.43,N,2022-09-27
764,764,C00083,74,2024-04-21,14690.9,2989.63,N,2024-04-21
765,765,C00009,364,2023-11-19,43671.27,240.95,N,2023-11-19
766,766,C00224,1535,2022-02-01,24385.83,1218.16,N,2022-02-01
767,767,C00170,105,2024-01-16,33602.08,4517.75,N,2024-01-16
768,768,C00104,525,2024-10-28,5520.2,2175.42,N,2024-10-28
769,769,C00126,714,2023-02-03,37111.61,2341.75,N,2023-02-03
770,770,C00023,1330,2025-07-13,20129.03,4220.74,N,2025-07-13
771,771,C00040,167,2024-08-17,22678.16,1274.85,N,2024-08-17
772,772,C00171,749,2024-01-18,3226.88,2804.95,N,2024-01-18
774,774,C00204,56,2024-07-20,48055.36,2740.71,N,2024-07-20
775,775,C00118,1046,2023-10-05,29280.28,1809.02,N,2023-10-05
776,776,C00173,151,2023-07-20,21949.95,4731.46,N,2023-07-20
777,777,C00140,1500,2022-11-28,2008.98,174.72,N,2022-11-28
778,778,C00007,543,2024-09-23,29524.58,4580.12,N,2024-09-23
779,779,C00139,1680,2022-07-24,29910.44,4611.96,N,2022-07-24
781,781,C00183,1768,2023-08-06,47747.93,510.1,N,2023-08-06
782,782,C00185,988,2022-06-07,46845.5,240.5,N,2022-06-07
783,783,C00010,709,2022-11-01,5332.6,3543.02,N,2022-11-01
784,784,C00102,140,2022-09-24,17714.28,890.46,N,2022-09-24
785,785,C00019,580,2022-04-12,18682.47,644.31,N,2022-04-12
786,786,C00129,1710,2025-12-28,3633.01,1883.0,N,2025-12-28
787,787,C00225,868,2025-03-08,33703.78,3505.55,N,2025-03-08
788,788,C00239,325,2025-05-08,34043.5,2257.96,N,2025-05-08
789,789,C00046,993,2023-09-20,32705.58,3060.17,N,2023-09-20
790,790,C00179,359,2022-03-12,49854.31,1964.65,N,2022-03-12
791,791,C00250,812,2025-10-18,36117.5,2612.21,N,2025-10-18
792,792,C00053,1608,2023-05-26,15221.3,2065.79,N,2023-05-26
793,793,C00130,1163,2022-09-06,29027.71,2038.48,N,2022-09-06
795,795,C00114,340,2023-06-30,10255.28,4877.81,N,2023-06-30
796,796,C00071,1116,2022-03-20,34791.16,2582.38,N,2022-03-20
797,797,C00175,696,2024-09-15,24094.13,325.66,N,2024-09-15
