Id,ServiceContractId,ProductId,MaterialType__c,SchoolGrade__c,Segment__c,Quantity,UnitPrice,Discount,TotalPrice,CreatedDate
0Li000000000000207,800000000000000052,01t000000000000041,Digital,1 EF,Standard,109,114.05,0.1442,10638.83,2022-01-13 00:00:00
0Li000000000000208,800000000000000052,01t000000000000005,Kit Completo,9 EF,Premium,441,88.82,0.1057,35029.39,2022-01-13 00:00:00
0Li000000000000209,800000000000000052,01t000000000000010,Impresso,2 EM,Premium,290,289.97,0.0113,83141.07,2022-01-13 00:00:00
0Li000000000000210,800000000000000052,01t000000000000027,Digital,3 EF,Básico,275,169.6,0.1237,40870.63,2022-01-13 00:00:00
0Li000000000000211,800000000000000053,01t000000000000024,Impresso,4 EF,Premium,29,60.18,0.0208,1708.92,2022-03-29 00:00:00
0Li000000000000212,800000000000000053,01t000000000000025,Kit Completo,1 EM,Premium,11,177.56,0.1627,1635.38,2022-03-29 00:00:00
0Li000000000000213,800000000000000053,01t000000000000055,Impresso,9 EF,Premium,124,233.41,0.007,28740.24,2022-03-29 00:00:00
0Li000000000000214,800000000000000053,01t000000000000002,Digital,1 EM,Básico,342,250.72,0.0953,77574.62,2022-03-29 00:00:00
0Li000000000000215,800000000000000054,01t000000000000019,Digital,3 EM,Premium,361,192.49,0.0899,63241.84,2024-02-28 00:00:00
0Li000000000000216,800000000000000054,01t000000000000044,Digital,2 EM,Standard,261,191.53,0.069,46540.07,2024-02-28 00:00:00
0Li000000000000217,800000000000000054,01t000000000000031,Kit Completo,6 EF,Premium,480,271.6,0.0908,118530.59,2024-02-28 00:00:00
0Li000000000000218,800000000000000054,01t000000000000010,Impresso,7 EF,Standard,156,198.39,0.0349,29868.73,2024-02-28 00:00:00
0Li000000000000219,800000000000000054,01t000000000000057,Digital,5 EF,Premium,92,123.06,0.0042,11273.97,2024-02-28 00:00:00
0Li000000000000220,800000000000000055,01t000000000000030,Impresso,4 EF,Standard,220,218.99,0.1083,42960.14,2023-03-29 00:00:00
0Li000000000000221,800000000000000055,01t000000000000009,Kit Completo,7 EF,Standard,440,195.42,0.0416,82407.83,2023-03-29 00:00:00
0Li000000000000222,800000000000000056,01t000000000000030,Impresso,8 EF,Standard,385,146.65,0.1905,45704.57,2025-02-16 00:00:00
0Li000000000000223,800000000000000056,01t000000000000022,Kit Completo,9 EF,Premium,176,206.3,0.0266,35342.99,2025-02-16 00:00:00
0Li000000000000224,800000000000000056,01t000000000000016,Digital,3 EM,Básico,121,219.53,0.1137,23542.9,2025-02-16 00:00:00
0Li000000000000225,800000000000000056,01t000000000000051,Impresso,7 EF,Standard,326,121.76,0.0927,36014.15,2025-02-16 00:00:00
0Li000000000000226,800000000000000056,01t000000000000042,Impresso,2 EF,Básico,167,79.78,0.0283,12946.21,2025-02-16 00:00:00
0Li000000000000227,800000000000000057,01t000000000000020,Digital,1 EM,Standard,473,253.21,0.1549,101216.22,2024-03-30 00:00:00
0Li000000000000228,800000000000000057,01t000000000000004,Digital,3 EF,Básico,112,80.81,0.1103,8052.43,2024-03-30 00:00:00
0Li000000000000229,800000000000000057,01t000000000000025,Kit Completo,8 EF,Premium,489,164.9,0.0361,77725.14,2024-03-30 00:00:00
0Li000000000000230,800000000000000057,01t000000000000045,Digital,5 EF,Básico,115,128.07,0.1334,12763.33,2024-03-30 00:00:00
0Li000000000000231,800000000000000057,01t000000000000044,Digital,1 EM,Premium,298,235.39,0.1282,61153.47,2024-03-30 00:00:00
0Li000000000000232,800000000000000058,01t000000000000027,Digital,3 EF,Standard,172,151.2,0.1736,21491.69,2025-03-05 00:00:00
0Li000000000000233,800000000000000058,01t000000000000021,Digital,3 EM,Básico,322,281.25,0.1225,79468.59,2025-03-05 00:00:00
0Li000000000000234,800000000000000058,01t000000000000057,Digital,2 EF,Premium,28,209.33,0.1574,4938.68,2025-03-05 00:00:00
0Li000000000000235,800000000000000059,01t000000000000059,Kit Completo,2 EF,Standard,451,263.45,0.0663,110938.45,2024-03-25 00:00:00
0Li000000000000236,800000000000000059,01t000000000000060,Impresso,4 EF,Standard,471,119.87,0.1487,48063.35,2024-03-25 00:00:00
0Li000000000000237,800000000000000060,01t000000000000024,Impresso,8 EF,Standard,329,274.59,0.1167,79797.42,2022-02-02 00:00:00
0Li000000000000238,800000000000000060,01t000000000000022,Kit Completo,9 EF,Premium,370,69.06,0.0606,24003.74,2022-02-02 00:00:00
0Li000000000000239,800000000000000061,01t000000000000011,Impresso,7 EF,Premium,222,53.16,0.182,9653.64,2025-03-18 00:00:00
0Li000000000000240,800000000000000061,01t000000000000036,Impresso,5 EF,Básico,292,196.03,0.14,49227.05,2025-03-18 00:00:00
0Li000000000000241,800000000000000061,01t000000000000055,Impresso,3 EF,Standard,472,89.83,0.0227,41437.29,2025-03-18 00:00:00
0Li000000000000242,800000000000000062,01t000000000000049,Digital,7 EF,Standard,30,57.97,0.0762,1606.58,2024-01-15 00:00:00
0Li000000000000243,800000000000000062,01t000000000000011,Impresso,6 EF,Standard,402,25.59,0.1376,8871.66,2024-01-15 00:00:00
0Li000000000000244,800000000000000063,01t000000000000037,Digital,8 EF,Básico,103,145.25,0.004,14900.91,2022-02-18 00:00:00
0Li000000000000245,800000000000000063,01t000000000000037,Digital,6 EF,Premium,186,267.97,0.1976,39993.56,2022-02-18 00:00:00
0Li000000000000246,800000000000000063,01t000000000000012,Impresso,3 EF,Premium,79,194.73,0.1355,13299.18,2022-02-18 00:00:00
0Li000000000000247,800000000000000063,01t000000000000060,Impresso,2 EM,Standard,414,288.92,0.0394,114900.13,2022-02-18 00:00:00
0Li000000000000248,800000000000000063,01t000000000000019,Digital,6 EF,Básico,374,241.98,0.1573,76264.79,2022-02-18 00:00:00
0Li000000000000249,800000000000000063,01t000000000000052,Digital,7 EF,Premium,263,24.47,0.1782,5288.78,2022-02-18 00:00:00
0Li000000000000250,800000000000000064,01t000000000000055,Impresso,9 EF,Premium,139,73.77,0.056,9679.8,2022-03-26 00:00:00
0Li000000000000251,800000000000000064,01t000000000000032,Kit Completo,4 EF,Básico,173,273.63,0.0104,46845.67,2022-03-26 00:00:00
0Li000000000000252,800000000000000064,01t000000000000020,Digital,1 EF,Standard,144,145.7,0.0866,19163.86,2022-03-26 00:00:00
0Li000000000000253,800000000000000064,01t000000000000048,Impresso,6 EF,Básico,398,203.87,0.1319,70437.86,2022-03-26 00:00:00
0Li000000000000254,800000000000000065,01t000000000000009,Kit Completo,3 EM,Básico,456,293.91,0.1248,117296.89,2023-03-29 00:00:00
0Li000000000000255,800000000000000065,01t000000000000002,Digital,7 EF,Standard,164,126.59,0.1809,17005.14,2023-03-29 00:00:00
0Li000000000000256,800000000000000066,01t000000000000045,Digital,6 EF,Básico,354,95.68,0.075,31330.42,2023-03-15 00:00:00
0Li000000000000257,800000000000000066,01t000000000000055,Impresso,3 EF,Standard,411,138.86,0.1415,48995.85,2023-03-15 00:00:00
0Li000000000000258,800000000000000067,01t000000000000036,Impresso,8 EF,Básico,108,156.87,0.0533,16038.95,2023-01-07 00:00:00
0Li000000000000259,800000000000000067,01t000000000000006,Impresso,9 EF,Premium,422,206.54,0.0637,81607.8,2023-01-07 00:00:00
0Li000000000000260,800000000000000067,01t000000000000002,Digital,4 EF,Premium,425,55.99,0.1524,20169.28,2023-01-07 00:00:00
0Li000000000000261,800000000000000067,01t000000000000012,Impresso,4 EF,Premium,201,38.19,0.1144,6798.03,2023-01-07 00:00:00
0Li000000000000262,800000000000000068,01t000000000000001,Kit Completo,1 EM,Premium,380,23.77,0.1614,7574.74,2023-02-13 00:00:00
0Li000000000000263,800000000000000068,01t000000000000010,Impresso,8 EF,Básico,308,195.32,0.1743,49672.92,2023-02-13 00:00:00
0Li000000000000264,800000000000000069,01t000000000000051,Impresso,3 EM,Premium,350,49.63,0.0244,16946.66,2025-01-13 00:00:00
0Li000000000000265,800000000000000069,01t000000000000013,Kit Completo,2 EF,Básico,480,228.9,0.0162,108092.07,2025-01-13 00:00:00
0Li000000000000266,800000000000000069,01t000000000000006,Impresso,4 EF,Premium,11,141.23,0.1371,1340.54,2025-01-13 00:00:00
0Li000000000000267,800000000000000069,01t000000000000046,Impresso,4 EF,Standard,50,128.33,0.1251,5613.8,2025-01-13 00:00:00
0Li000000000000268,800000000000000070,01t000000000000046,Impresso,5 EF,Básico,263,189.53,0.0372,47992.1,2024-01-27 00:00:00
0Li000000000000269,800000000000000070,01t000000000000044,Digital,3 EF,Básico,313,262.2,0.0123,81059.16,2024-01-27 00:00:00
0Li000000000000270,800000000000000070,01t000000000000001,Kit Completo,3 EF,Básico,50,69.24,0.0395,3325.25,2024-01-27 00:00:00
0Li000000000000271,800000000000000071,01t000000000000013,Kit Completo,4 EF,Premium,368,54.72,0.1523,17070.1,2023-01-13 00:00:00
0Li000000000000272,800000000000000071,01t000000000000055,Impresso,7 EF,Básico,174,231.76,0.0455,38491.4,2023-01-13 00:00:00
0Li000000000000273,800000000000000071,01t000000000000054,Impresso,2 EM,Standard,313,103.08,0.0825,29602.26,2023-01-13 00:00:00
0Li000000000000274,800000000000000071,01t000000000000014,Impresso,4 EF,Básico,228,90.27,0.069,19161.43,2023-01-13 00:00:00
0Li000000000000275,800000000000000071,01t000000000000001,Kit Completo,5 EF,Premium,345,269.36,0.1367,80225.78,2023-01-13 00:00:00
0Li000000000000276,800000000000000071,01t000000000000005,Kit Completo,3 EM,Premium,41,37.58,0.0688,1434.77,2023-01-13 00:00:00
0Li000000000000277,800000000000000072,01t000000000000049,Digital,3 EM,Standard,428,140.43,0.1348,52002.02,2025-01-16 00:00:00
0Li000000000000278,800000000000000072,01t000000000000001,Kit Completo,6 EF,Básico,391,208.86,0.0637,76462.25,2025-01-16 00:00:00
0Li000000000000279,800000000000000072,01t000000000000044,Digital,5 EF,Básico,320,209.89,0.0132,66278.22,2025-01-16 00:00:00
0Li000000000000280,800000000000000072,01t000000000000054,Impresso,8 EF,Standard,173,146.22,0.1484,21542.12,2025-01-16 00:00:00
0Li000000000000281,800000000000000072,01t000000000000032,Kit Completo,3 EM,Premium,163,233.76,0.0627,35713.83,2025-01-16 00:00:00
0Li000000000000282,800000000000000072,01t000000000000015,Kit Completo,7 EF,Standard,310,67.75,0.1382,18099.95,2025-01-16 00:00:00
0Li000000000000283,800000000000000073,01t000000000000021,Digital,7 EF,Standard,482,242.95,0.189,94969.64,2025-02-18 00:00:00
0Li000000000000284,800000000000000073,01t000000000000056,Kit Completo,3 EM,Standard,470,150.03,0.0305,68363.42,2025-02-18 00:00:00
0Li000000000000285,800000000000000073,01t000000000000027,Digital,6 EF,Standard,496,26.85,0.0279,12946.04,2025-02-18 00:00:00
0Li000000000000286,800000000000000073,01t000000000000056,Kit Completo,7 EF,Básico,333,61.83,0.0731,19084.31,2025-02-18 00:00:00
0Li000000000000287,800000000000000073,01t000000000000058,Digital,4 EF,Premium,98,62.29,0.1892,4949.46,2025-02-18 00:00:00
0Li000000000000288,800000000000000074,01t000000000000026,Impresso,1 EF,Standard,251,61.97,0.0675,14504.54,2025-03-17 00:00:00
0Li000000000000289,800000000000000074,01t000000000000026,Impresso,9 EF,Standard,91,104.99,0.191,7729.26,2025-03-17 00:00:00
0Li000000000000290,800000000000000075,01t000000000000013,Kit Completo,7 EF,Premium,259,189.91,0.0998,44277.86,2024-02-11 00:00:00
0Li000000000000291,800000000000000075,01t000000000000032,Kit Completo,2 EF,Standard,350,36.73,0.1923,10383.39,2024-02-11 00:00:00
0Li000000000000292,800000000000000075,01t000000000000046,Impresso,9 EF,Standard,254,190.19,0.0283,46941.14,2024-02-11 00:00:00
0Li000000000000293,800000000000000076,01t000000000000027,Digital,3 EF,Standard,261,23.63,0.0616,5787.52,2023-03-16 00:00:00
0Li000000000000294,800000000000000076,01t000000000000041,Digital,2 EF,Básico,169,211.54,0.0858,32682.89,2023-03-16 00:00:00
0Li000000000000295,800000000000000076,01t000000000000009,Kit Completo,3 EM,Premium,281,98.93,0.145,23768.43,2023-03-16 00:00:00
0Li000000000000296,800000000000000077,01t000000000000037,Digital,7 EF,Premium,252,37.67,0.0894,8644.18,2022-01-06 00:00:00
0Li000000000000297,800000000000000077,01t000000000000014,Impresso,6 EF,Básico,493,111.34,0.0467,52327.23,2022-01-06 00:00:00
0Li000000000000298,800000000000000077,01t000000000000059,Kit Completo,9 EF,Standard,471,292.31,0.1574,116007.49,2022-01-06 00:00:00
0Li000000000000299,800000000000000077,01t000000000000037,Digital,3 EF,Standard,416,112.7,0.0389,45059.44,2022-01-06 00:00:00
0Li000000000000300,800000000000000078,01t000000000000059,Kit Completo,4 EF,Standard,127,218.27,0.1219,24341.19,2023-03-11 00:00:00
0Li000000000000301,800000000000000078,01t000000000000037,Digital,2 EF,Standard,250,269.36,0.0627,63117.78,2023-03-11 00:00:00
0Li000000000000302,800000000000000078,01t000000000000049,Digital,8 EF,Standard,85,194.61,0.0163,16272.22,2023-03-11 00:00:00
0Li000000000000303,800000000000000078,01t000000000000039,Kit Completo,5 EF,Premium,471,269.45,0.1917,102582.12,2023-03-11 00:00:00
0Li000000000000304,800000000000000078,01t000000000000029,Impresso,5 EF,Básico,209,237.68,0.1583,41811.55,2023-03-11 00:00:00
0Li000000000000305,800000000000000078,01t000000000000010,Impresso,4 EF,Premium,196,257.38,0.0118,49851.21,2023-03-11 00:00:00
0Li000000000000306,800000000000000079,01t000000000000021,Digital,3 EF,Standard,192,250.95,0.0965,43532.8,2025-03-15 00:00:00
0Li000000000000307,800000000000000079,01t000000000000021,Digital,9 EF,Premium,258,295.88,0.121,67100.26,2025-03-15 00:00:00
0Li000000000000308,800000000000000080,01t000000000000060,Impresso,1 EF,Básico,315,189.42,0.0591,56140.96,2024-01-25 00:00:00
0Li000000000000309,800000000000000080,01t000000000000057,Digital,4 EF,Standard,109,166.58,0.1008,16326.97,2024-01-25 00:00:00
0Li000000000000310,800000000000000080,01t000000000000028,Kit Completo,5 EF,Premium,368,249.2,0.0022,91503.85,2024-01-25 00:00:00
0Li000000000000311,800000000000000081,01t000000000000019,Digital,7 EF,Premium,22,28.07,0.1288,538.0,2024-03-11 00:00:00
0Li000000000000312,800000000000000081,01t000000000000024,Impresso,8 EF,Básico,248,237.22,0.1986,47146.81,2024-03-11 00:00:00
0Li000000000000313,800000000000000081,01t000000000000025,Kit Completo,6 EF,Premium,294,63.95,0.0888,17131.74,2024-03-11 00:00:00
0Li000000000000314,800000000000000082,01t000000000000030,Impresso,5 EF,Premium,151,75.38,0.1213,10001.7,2024-01-10 00:00:00
0Li000000000000315,800000000000000082,01t000000000000038,Impresso,1 EF,Standard,75,110.39,0.0034,8251.1,2024-01-10 00:00:00
0Li000000000000316,800000000000000082,01t000000000000036,Impresso,3 EM,Standard,254,123.27,0.0631,29334.88,2024-01-10 00:00:00
0Li000000000000317,800000000000000082,01t000000000000036,Impresso,7 EF,Premium,23,196.09,0.1293,3926.92,2024-01-10 00:00:00
0Li000000000000318,800000000000000083,01t000000000000040,Kit Completo,6 EF,Básico,438,232.95,0.1287,88900.57,2023-02-18 00:00:00
0Li000000000000319,800000000000000083,01t000000000000049,Digital,3 EM,Básico,301,31.03,0.1023,8384.54,2023-02-18 00:00:00
0Li000000000000320,800000000000000083,01t000000000000046,Impresso,3 EF,Premium,77,159.07,0.1854,9977.54,2023-02-18 00:00:00
0Li000000000000321,800000000000000083,01t000000000000007,Impresso,2 EF,Standard,277,65.75,0.1428,15611.97,2023-02-18 00:00:00
0Li000000000000322,800000000000000084,01t000000000000022,Kit Completo,8 EF,Standard,51,135.54,0.1502,5874.28,2023-02-04 00:00:00
0Li000000000000323,800000000000000084,01t000000000000035,Kit Completo,7 EF,Básico,41,166.91,0.1284,5964.63,2023-02-04 00:00:00
0Li000000000000324,800000000000000084,01t000000000000010,Impresso,8 EF,Premium,290,250.4,0.1629,60786.85,2023-02-04 00:00:00
0Li000000000000325,800000000000000084,01t000000000000008,Digital,4 EF,Premium,400,275.2,0.0522,104333.82,2023-02-04 00:00:00
0Li000000000000326,800000000000000085,01t000000000000002,Digital,8 EF,Premium,36,200.01,0.1395,6195.91,2023-02-09 00:00:00
0Li000000000000327,800000000000000085,01t000000000000003,Digital,3 EF,Básico,122,232.39,0.19,22964.78,2023-02-09 00:00:00
0Li000000000000328,800000000000000085,01t000000000000021,Digital,7 EF,Premium,175,128.51,0.1269,19635.36,2023-02-09 00:00:00
0Li000000000000329,800000000000000085,01t000000000000033,Digital,3 EM,Básico,401,101.1,0.0047,40350.56,2023-02-09 00:00:00
0Li000000000000330,800000000000000085,01t000000000000027,Digital,1 EF,Premium,291,39.03,0.04,10903.42,2023-02-09 00:00:00
0Li000000000000331,800000000000000085,01t000000000000015,Kit Completo,2 EF,Básico,308,157.61,0.0699,45150.66,2023-02-09 00:00:00
0Li000000000000332,800000000000000086,01t000000000000033,Digital,3 EF,Básico,470,252.13,0.0794,109092.11,2025-02-10 00:00:00
0Li000000000000333,800000000000000086,01t000000000000001,Kit Completo,5 EF,Básico,478,195.75,0.1246,81909.86,2025-02-10 00:00:00
0Li000000000000334,800000000000000086,01t000000000000024,Impresso,1 EM,Standard,271,128.76,0.167,29066.67,2025-02-10 00:00:00
0Li000000000000335,800000000000000086,01t000000000000022,Kit Completo,2 EF,Básico,110,111.58,0.0521,11634.34,2025-02-10 00:00:00
0Li000000000000336,800000000000000087,01t000000000000029,Impresso,2 EM,Básico,24,144.75,0.1935,2801.78,2023-01-02 00:00:00
0Li000000000000337,800000000000000087,01t000000000000050,Digital,7 EF,Premium,217,77.29,0.0225,16394.56,2023-01-02 00:00:00
0Li000000000000338,800000000000000087,01t000000000000048,Impresso,1 EM,Básico,487,264.79,0.04,123794.62,2023-01-02 00:00:00
0Li000000000000339,800000000000000087,01t000000000000048,Impresso,1 EM,Standard,162,253.22,0.1348,35491.92,2023-01-02 00:00:00
0Li000000000000340,800000000000000088,01t000000000000030,Impresso,5 EF,Premium,37,201.39,0.046,7108.66,2023-03-19 00:00:00
0Li000000000000341,800000000000000088,01t000000000000033,Digital,3 EF,Standard,22,106.77,0.0433,2247.23,2023-03-19 00:00:00
0Li000000000000342,800000000000000088,01t000000000000014,Impresso,6 EF,Standard,265,285.1,0.0777,69681.15,2023-03-19 00:00:00
0Li000000000000343,800000000000000088,01t000000000000026,Impresso,8 EF,Básico,318,231.08,0.1842,59947.79,2023-03-19 00:00:00
0Li000000000000344,800000000000000089,01t000000000000019,Digital,4 EF,Premium,417,296.3,0.1715,102367.06,2025-01-12 00:00:00
0Li000000000000345,800000000000000089,01t000000000000040,Kit Completo,1 EM,Premium,64,267.64,0.1705,14208.47,2025-01-12 00:00:00
0Li000000000000346,800000000000000089,01t000000000000055,Impresso,5 EF,Standard,15,285.1,0.186,3481.07,2025-01-12 00:00:00
0Li000000000000347,800000000000000089,01t000000000000025,Kit Completo,1 EF,Standard,383,179.07,0.0319,66395.99,2025-01-12 00:00:00
0Li000000000000348,800000000000000089,01t000000000000014,Impresso,6 EF,Premium,340,73.42,0.0846,22850.95,2025-01-12 00:00:00
0Li000000000000349,800000000000000089,01t000000000000018,Kit Completo,1 EF,Premium,223,203.02,0.0595,42579.69,2025-01-12 00:00:00
0Li000000000000350,800000000000000090,01t000000000000010,Impresso,4 EF,Premium,144,147.94,0.1864,17332.41,2025-02-06 00:00:00
0Li000000000000351,800000000000000090,01t000000000000059,Kit Completo,1 EF,Standard,335,228.39,0.1364,66074.6,2025-02-06 00:00:00
0Li000000000000352,800000000000000090,01t000000000000012,Impresso,8 EF,Básico,17,51.52,0.145,748.84,2025-02-06 00:00:00
0Li000000000000353,800000000000000090,01t000000000000045,Digital,1 EM,Standard,295,96.48,0.0045,28333.52,2025-02-06 00:00:00
0Li000000000000354,800000000000000091,01t000000000000047,Digital,2 EM,Standard,364,62.92,0.013,22605.14,2022-01-02 00:00:00
0Li000000000000355,800000000000000091,01t000000000000002,Digital,7 EF,Premium,29,159.28,0.1661,3851.88,2022-01-02 00:00:00
0Li000000000000356,800000000000000092,01t000000000000037,Digital,5 EF,Básico,469,32.33,0.0126,14971.72,2023-03-19 00:00:00
0Li000000000000357,800000000000000092,01t000000000000019,Digital,1 EF,Básico,378,154.17,0.1604,48928.75,2023-03-19 00:00:00
0Li000000000000358,800000000000000093,01t000000000000056,Kit Completo,1 EF,Básico,106,85.75,0.0896,8275.08,2023-02-18 00:00:00
0Li000000000000359,800000000000000093,01t000000000000003,Digital,9 EF,Básico,457,177.7,0.1714,67289.69,2023-02-18 00:00:00
0Li000000000000360,800000000000000093,01t000000000000032,Kit Completo,1 EF,Standard,415,84.83,0.1697,29230.25,2023-02-18 00:00:00
0Li000000000000361,800000000000000093,01t000000000000024,Impresso,8 EF,Básico,55,187.45,0.0913,9368.47,2023-02-18 00:00:00
0Li000000000000362,800000000000000094,01t000000000000024,Impresso,9 EF,Premium,347,272.51,0.1452,80830.72,2024-02-07 00:00:00
0Li000000000000363,800000000000000094,01t000000000000021,Digital,1 EM,Standard,386,199.01,0.0814,70564.89,2024-02-07 00:00:00
0Li000000000000364,800000000000000094,01t000000000000024,Impresso,3 EF,Básico,249,295.38,0.1535,62259.75,2024-02-07 00:00:00
0Li000000000000365,800000000000000095,01t000000000000044,Digital,2 EF,Básico,287,134.19,0.1923,31106.57,2023-03-21 00:00:00
0Li000000000000366,800000000000000095,01t000000000000017,Kit Completo,2 EM,Standard,463,58.54,0.1849,22092.49,2023-03-21 00:00:00
0Li000000000000367,800000000000000095,01t000000000000029,Impresso,1 EF,Standard,395,170.98,0.1361,58345.3,2023-03-21 00:00:00
0Li000000000000368,800000000000000095,01t000000000000033,Digital,1 EM,Standard,480,260.72,0.125,109502.4,2023-03-21 00:00:00
0Li000000000000369,800000000000000095,01t000000000000035,Kit Completo,1 EM,Premium,333,252.96,0.0319,81548.56,2023-03-21 00:00:00
0Li000000000000370,800000000000000096,01t000000000000053,Kit Completo,2 EF,Básico,364,130.98,0.1647,39824.36,2025-02-15 00:00:00
0Li000000000000371,800000000000000096,01t000000000000035,Kit Completo,5 EF,Básico,31,165.48,0.1151,4539.43,2025-02-15 00:00:00
0Li000000000000372,800000000000000096,01t000000000000043,Impresso,3 EM,Standard,492,66.12,0.0454,31054.13,2025-02-15 00:00:00
0Li000000000000373,800000000000000097,01t000000000000008,Digital,9 EF,Standard,176,224.92,0.1594,33275.92,2022-03-26 00:00:00
0Li000000000000374,800000000000000097,01t000000000000034,Digital,6 EF,Básico,346,249.42,0.0438,82519.41,2022-03-26 00:00:00
0Li000000000000375,800000000000000097,01t000000000000027,Digital,2 EM,Básico,362,230.44,0.0213,81642.45,2022-03-26 00:00:00
0Li000000000000376,800000000000000097,01t000000000000030,Impresso,4 EF,Básico,89,253.62,0.179,18531.76,2022-03-26 00:00:00
0Li000000000000377,800000000000000097,01t000000000000001,Kit Completo,2 EF,Standard,467,242.21,0.1009,101699.06,2022-03-26 00:00:00
0Li000000000000378,800000000000000098,01t000000000000059,Kit Completo,7 EF,Standard,46,214.58,0.0613,9265.61,2023-03-26 00:00:00
0Li000000000000379,800000000000000098,01t000000000000053,Kit Completo,4 EF,Premium,117,171.75,0.0193,19706.92,2023-03-26 00:00:00
0Li000000000000380,800000000000000098,01t000000000000002,Digital,2 EM,Premium,25,102.82,0.0414,2464.08,2023-03-26 00:00:00
0Li000000000000381,800000000000000099,01t000000000000017,Kit Completo,6 EF,Básico,241,286.28,0.0844,63170.43,2025-01-06 00:00:00
0Li000000000000382,800000000000000099,01t000000000000026,Impresso,7 EF,Standard,15,215.39,0.06,3037.0,2025-01-06 00:00:00
0Li000000000000383,800000000000000100,01t000000000000020,Digital,2 EM,Básico,229,193.39,0.1839,36142.06,2025-03-04 00:00:00
0Li000000000000384,800000000000000100,01t000000000000038,Impresso,8 EF,Standard,31,210.15,0.1954,5241.69,2025-03-04 00:00:00
0Li000000000000385,800000000000000100,01t000000000000023,Digital,7 EF,Básico,25,91.62,0.0947,2073.59,2025-03-04 00:00:00
0Li000000000000386,800000000000000101,01t000000000000028,Kit Completo,2 EM,Standard,362,184.39,0.1761,54994.65,2023-03-06 00:00:00
0Li000000000000387,800000000000000101,01t000000000000002,Digital,2 EF,Standard,204,30.83,0.0975,5676.11,2023-03-06 00:00:00
0Li000000000000388,800000000000000102,01t000000000000035,Kit Completo,3 EM,Básico,57,43.23,0.1449,2107.06,2023-01-11 00:00:00
0Li000000000000389,800000000000000102,01t000000000000060,Impresso,4 EF,Básico,58,147.31,0.1498,7264.09,2023-01-11 00:00:00
0Li000000000000390,800000000000000102,01t000000000000031,Kit Completo,3 EM,Standard,27,110.4,0.1105,2651.42,2023-01-11 00:00:00
0Li000000000000391,800000000000000102,01t000000000000014,Impresso,3 EF,Básico,324,134.97,0.0021,43638.45,2023-01-11 00:00:00
0Li000000000000392,800000000000000103,01t000000000000060,Impresso,8 EF,Standard,269,144.44,0.1004,34953.38,2025-02-24 00:00:00
0Li000000000000393,800000000000000103,01t000000000000045,Digital,2 EM,Básico,299,128.69,0.185,31359.82,2025-02-24 00:00:00
0Li000000000000394,800000000000000104,01t000000000000017,Kit Completo,3 EF,Standard,309,52.95,0.1033,14671.4,2025-01-17 00:00:00
0Li000000000000395,800000000000000104,01t000000000000019,Digital,6 EF,Standard,447,65.57,0.0581,27606.89,2025-01-17 00:00:00
0Li000000000000396,800000000000000105,01t000000000000044,Digital,8 EF,Standard,89,291.2,0.0154,25517.68,2022-02-09 00:00:00
0Li000000000000397,800000000000000105,01t000000000000016,Digital,2 EM,Premium,12,128.45,0.1489,1311.89,2022-02-09 00:00:00
0Li000000000000398,800000000000000106,01t000000000000003,Digital,2 EM,Básico,164,71.15,0.068,10875.14,2023-02-05 00:00:00
0Li000000000000399,800000000000000106,01t000000000000055,Impresso,3 EM,Premium,262,84.05,0.0889,20063.42,2023-02-05 00:00:00
0Li000000000000400,800000000000000106,01t000000000000007,Impresso,1 EM,Básico,94,58.98,0.1481,4723.04,2023-02-05 00:00:00
0Li000000000000401,800000000000000106,01t000000000000002,Digital,7 EF,Premium,234,158.92,0.1589,31278.22,2023-02-05 00:00:00
0Li000000000000402,800000000000000106,01t000000000000046,Impresso,9 EF,Premium,278,271.35,0.0737,69875.72,2023-02-05 00:00:00
0Li000000000000403,800000000000000107,01t000000000000031,Kit Completo,7 EF,Premium,27,98.09,0.1115,2353.13,2024-03-01 00:00:00
0Li000000000000404,800000000000000107,01t000000000000005,Kit Completo,6 EF,Standard,54,93.58,0.1897,4094.71,2024-03-01 00:00:00
0Li000000000000405,800000000000000107,01t000000000000026,Impresso,3 EF,Premium,269,277.4,0.1813,61091.89,2024-03-01 00:00:00
0Li000000000000406,800000000000000107,01t000000000000002,Digital,4 EF,Standard,92,44.19,0.0374,3913.43,2024-03-01 00:00:00
0Li000000000000407,800000000000000107,01t000000000000043,Impresso,2 EF,Básico,289,124.53,0.0526,34096.14,2024-03-01 00:00:00
0Li000000000000408,800000000000000108,01t000000000000038,Impresso,4 EF,Premium,221,52.44,0.008,11496.53,2022-02-12 00:00:00
0Li000000000000409,800000000000000108,01t000000000000020,Digital,6 EF,Premium,78,229.06,0.0781,16471.29,2022-02-12 00:00:00
0Li000000000000410,800000000000000108,01t000000000000033,Digital,5 EF,Básico,413,23.41,0.1049,8654.12,2022-02-12 00:00:00
0Li000000000000411,800000000000000109,01t000000000000001,Kit Completo,4 EF,Standard,165,266.51,0.0274,42769.26,2024-03-18 00:00:00
0Li000000000000412,800000000000000109,01t000000000000052,Digital,8 EF,Premium,119,72.83,0.095,7843.43,2024-03-18 00:00:00
0Li000000000000413,800000000000000109,01t000000000000007,Impresso,9 EF,Premium,98,128.6,0.1267,11006.03,2024-03-18 00:00:00
